dataset,split,model_type,method,lambda,target_nfr,achieved_nfr,accuracy,pfr
hill-valley,1,logreg,fixed_anchor,1.0,,0.08823529411764706,0.4772727272727273,0.1016949152542373
hill-valley,1,logreg,selective_distill,1.0,,0.058823529411764705,0.4909090909090909,0.1016949152542373
hill-valley,1,logreg,confidence_drop,2.0,,0.029411764705882353,0.4909090909090909,0.07627118644067797
hill-valley,1,logreg,fixed_anchor,2.0,,0.09803921568627451,0.4681818181818182,0.09322033898305085
hill-valley,1,logreg,selective_distill,2.0,,0.06862745098039216,0.4818181818181818,0.09322033898305085
hill-valley,1,logreg,confidence_drop,4.0,,0.0392156862745098,0.4863636363636364,0.07627118644067797
hill-valley,1,logreg,fixed_anchor,4.0,,0.10784313725490197,0.4636363636363636,0.09322033898305085
hill-valley,1,logreg,selective_distill,4.0,,0.06862745098039216,0.4772727272727273,0.0847457627118644
hill-valley,1,logreg,confidence_drop,8.0,,0.0196078431372549,0.509090909090909,0.1016949152542373
hill-valley,1,logreg,fixed_anchor,8.0,,0.10784313725490197,0.4681818181818182,0.1016949152542373
hill-valley,1,logreg,selective_distill,8.0,,0.0784313725490196,0.4727272727272727,0.0847457627118644
hill-valley,1,logreg,projected_gd,,0.0,0.0,0.4636363636363636,0.0
hill-valley,1,logreg,bcwi,,0.0,0.0196078431372549,0.4909090909090909,0.06779661016949153
hill-valley,1,logreg,projected_gd,,0.005,0.0,0.4636363636363636,0.0
hill-valley,1,logreg,bcwi,,0.005,0.0196078431372549,0.4909090909090909,0.06779661016949153
hill-valley,1,logreg,projected_gd,,0.01,0.0,0.4636363636363636,0.0
hill-valley,1,logreg,bcwi,,0.01,0.0196078431372549,0.4909090909090909,0.06779661016949153
hill-valley,1,logreg,projected_gd,,0.015,0.0,0.4636363636363636,0.0
hill-valley,1,logreg,bcwi,,0.015,0.0196078431372549,0.4909090909090909,0.06779661016949153
hill-valley,1,logreg,projected_gd,,0.02,0.0,0.4636363636363636,0.0
hill-valley,1,logreg,bcwi,,0.02,0.0196078431372549,0.4909090909090909,0.06779661016949153
hill-valley,1,logreg,projected_gd,,0.025,0.0,0.4636363636363636,0.0
hill-valley,1,logreg,bcwi,,0.025,0.0196078431372549,0.4909090909090909,0.06779661016949153
hill-valley,1,logreg,projected_gd,,0.03,0.0,0.4954545454545455,0.059322033898305086
hill-valley,1,logreg,bcwi,,0.03,0.0784313725490196,0.4818181818181818,0.1016949152542373
hill-valley,2,logreg,baseline,,,0.036036036036036036,0.5272727272727272,0.08256880733944955
hill-valley,2,logreg,confidence_drop,0.0,,0.06306306306306306,0.5,0.05504587155963303
hill-valley,2,logreg,fixed_anchor,0.0,,0.05405405405405406,0.5272727272727272,0.10091743119266056
hill-valley,2,logreg,selective_distill,0.0,,0.018018018018018018,0.5136363636363637,0.03669724770642202
hill-valley,2,logreg,confidence_drop,0.5,,0.08108108108108109,0.5045454545454545,0.08256880733944955
hill-valley,2,logreg,fixed_anchor,0.5,,0.02702702702702703,0.5,0.01834862385321101
hill-valley,2,logreg,selective_distill,0.5,,0.0,0.5136363636363637,0.01834862385321101
hill-valley,2,logreg,confidence_drop,1.0,,0.15315315315315314,0.5136363636363637,0.1743119266055046
hill-valley,2,logreg,fixed_anchor,1.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,selective_distill,1.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,confidence_drop,2.0,,0.38738738738738737,0.5363636363636364,0.45871559633027525
hill-valley,2,logreg,fixed_anchor,2.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,selective_distill,2.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,confidence_drop,4.0,,0.15315315315315314,0.5136363636363637,0.1743119266055046
hill-valley,2,logreg,fixed_anchor,4.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,selective_distill,4.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,confidence_drop,8.0,,0.15315315315315314,0.509090909090909,0.1651376146788991
hill-valley,2,logreg,fixed_anchor,8.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,selective_distill,8.0,,0.0,0.509090909090909,0.009174311926605505
hill-valley,2,logreg,projected_gd,,0.0,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,2,logreg,bcwi,,0.0,0.009009009009009009,0.5,0.0
hill-valley,2,logreg,projected_gd,,0.005,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,2,logreg,bcwi,,0.005,0.009009009009009009,0.5,0.0
hill-valley,2,logreg,projected_gd,,0.01,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,2,logreg,bcwi,,0.01,0.009009009009009009,0.5,0.0
hill-valley,2,logreg,projected_gd,,0.015,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,2,logreg,bcwi,,0.015,0.009009009009009009,0.5,0.0
hill-valley,2,logreg,projected_gd,,0.02,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,2,logreg,bcwi,,0.02,0.009009009009009009,0.5,0.0
hill-valley,2,logreg,projected_gd,,0.025,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,2,logreg,bcwi,,0.025,0.009009009009009009,0.5,0.0
hill-valley,2,logreg,projected_gd,,0.03,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,2,logreg,bcwi,,0.03,0.009009009009009009,0.5,0.0
hill-valley,3,logreg,baseline,,,0.18627450980392157,0.4818181818181818,0.19491525423728814
hill-valley,3,logreg,confidence_drop,0.0,,0.049019607843137254,0.4909090909090909,0.09322033898305085
hill-valley,3,logreg,fixed_anchor,0.0,,0.029411764705882353,0.4727272727272727,0.0423728813559322
hill-valley,3,logreg,selective_distill,0.0,,0.0196078431372549,0.4818181818181818,0.05084745762711865
hill-valley,3,logreg,confidence_drop,0.5,,0.049019607843137254,0.4681818181818182,0.05084745762711865
hill-valley,3,logreg,fixed_anchor,0.5,,0.029411764705882353,0.4727272727272727,0.0423728813559322
hill-valley,3,logreg,selective_distill,0.5,,0.0196078431372549,0.4863636363636364,0.059322033898305086
hill-valley,3,logreg,confidence_drop,1.0,,0.049019607843137254,0.4772727272727273,0.06779661016949153
hill-valley,3,logreg,fixed_anchor,1.0,,0.0196078431372549,0.4772727272727273,0.0423728813559322
hill-valley,3,logreg,selective_distill,1.0,,0.00980392156862745,0.4909090909090909,0.059322033898305086
hill-valley,3,logreg,confidence_drop,2.0,,0.0392156862745098,0.4772727272727273,0.059322033898305086
hill-valley,3,logreg,fixed_anchor,2.0,,0.0196078431372549,0.4772727272727273,0.0423728813559322
hill-valley,3,logreg,selective_distill,2.0,,0.0196078431372549,0.4863636363636364,0.059322033898305086
hill-valley,3,logreg,confidence_drop,4.0,,0.049019607843137254,0.4772727272727273,0.06779661016949153
hill-valley,3,logreg,fixed_anchor,4.0,,0.00980392156862745,0.4818181818181818,0.0423728813559322
hill-valley,3,logreg,selective_distill,4.0,,0.029411764705882353,0.4818181818181818,0.059322033898305086
hill-valley,3,logreg,confidence_drop,8.0,,0.049019607843137254,0.4909090909090909,0.09322033898305085
hill-valley,3,logreg,fixed_anchor,8.0,,0.00980392156862745,0.4772727272727273,0.03389830508474576
hill-valley,3,logreg,selective_distill,8.0,,0.029411764705882353,0.4818181818181818,0.059322033898305086
hill-valley,3,logreg,projected_gd,,0.0,0.0,0.4727272727272727,0.01694915254237288
hill-valley,3,logreg,bcwi,,0.0,0.0196078431372549,0.4681818181818182,0.025423728813559324
hill-valley,3,logreg,projected_gd,,0.005,0.0,0.4727272727272727,0.01694915254237288
hill-valley,3,logreg,bcwi,,0.005,0.0196078431372549,0.4681818181818182,0.025423728813559324
hill-valley,3,logreg,projected_gd,,0.01,0.0,0.4727272727272727,0.01694915254237288
hill-valley,3,logreg,bcwi,,0.01,0.0196078431372549,0.4681818181818182,0.025423728813559324
hill-valley,3,logreg,projected_gd,,0.015,0.0,0.4727272727272727,0.01694915254237288
hill-valley,3,logreg,bcwi,,0.015,0.0196078431372549,0.4681818181818182,0.025423728813559324
hill-valley,3,logreg,projected_gd,,0.02,0.0,0.4727272727272727,0.01694915254237288
hill-valley,3,logreg,bcwi,,0.02,0.0196078431372549,0.4681818181818182,0.025423728813559324
hill-valley,3,logreg,projected_gd,,0.025,0.0,0.4727272727272727,0.01694915254237288
hill-valley,3,logreg,bcwi,,0.025,0.0196078431372549,0.4681818181818182,0.025423728813559324
hill-valley,3,logreg,projected_gd,,0.03,0.00980392156862745,0.4909090909090909,0.059322033898305086
hill-valley,3,logreg,bcwi,,0.03,0.049019607843137254,0.4636363636363636,0.0423728813559322
hill-valley,4,logreg,baseline,,,0.11711711711711711,0.4909090909090909,0.09174311926605505
hill-valley,4,logreg,confidence_drop,0.0,,0.11711711711711711,0.4954545454545455,0.10091743119266056
hill-valley,4,logreg,fixed_anchor,0.0,,0.09009009009009009,0.4954545454545455,0.07339449541284404
hill-valley,4,logreg,selective_distill,0.0,,0.13513513513513514,0.4954545454545455,0.11926605504587157
hill-valley,4,logreg,confidence_drop,0.5,,0.10810810810810811,0.4954545454545455,0.09174311926605505
hill-valley,4,logreg,fixed_anchor,0.5,,0.036036036036036036,0.4954545454545455,0.01834862385321101
hill-valley,4,logreg,selective_distill,0.5,,0.04504504504504504,0.5181818181818182,0.07339449541284404
hill-valley,4,logreg,confidence_drop,1.0,,0.07207207207207207,0.5136363636363637,0.09174311926605505
hill-valley,4,logreg,fixed_anchor,1.0,,0.036036036036036036,0.4954545454545455,0.01834862385321101
hill-valley,4,logreg,selective_distill,1.0,,0.04504504504504504,0.5136363636363637,0.06422018348623854
hill-valley,4,logreg,confidence_drop,2.0,,0.08108108108108109,0.509090909090909,0.09174311926605505
hill-valley,4,logreg,fixed_anchor,2.0,,0.036036036036036036,0.5,0.027522935779816515
hill-valley,4,logreg,selective_distill,2.0,,0.036036036036036036,0.5045454545454545,0.03669724770642202
hill-valley,4,logreg,confidence_drop,4.0,,0.07207207207207207,0.5136363636363637,0.09174311926605505
hill-valley,4,logreg,fixed_anchor,4.0,,0.06306306306306306,0.4863636363636364,0.027522935779816515
hill-valley,4,logreg,selective_distill,4.0,,0.02702702702702703,0.5045454545454545,0.027522935779816515
hill-valley,4,logreg,confidence_drop,8.0,,0.09009009009009009,0.5045454545454545,0.09174311926605505
hill-valley,4,logreg,fixed_anchor,8.0,,0.07207207207207207,0.4909090909090909,0.045871559633027525
hill-valley,4,logreg,selective_distill,8.0,,0.018018018018018018,0.509090909090909,0.027522935779816515
hill-valley,4,logreg,projected_gd,,0.0,0.0,0.5045454545454545,0.0
hill-valley,4,logreg,bcwi,,0.0,0.12612612612612611,0.4909090909090909,0.10091743119266056
hill-valley,4,logreg,projected_gd,,0.005,0.0,0.5045454545454545,0.0
hill-valley,4,logreg,bcwi,,0.005,0.12612612612612611,0.4909090909090909,0.10091743119266056
hill-valley,4,logreg,projected_gd,,0.01,0.0,0.5045454545454545,0.0
hill-valley,4,logreg,bcwi,,0.01,0.12612612612612611,0.4909090909090909,0.10091743119266056
hill-valley,4,logreg,projected_gd,,0.015,0.0,0.5045454545454545,0.0
hill-valley,4,logreg,bcwi,,0.015,0.12612612612612611,0.4909090909090909,0.10091743119266056
hill-valley,4,logreg,projected_gd,,0.02,0.0,0.5045454545454545,0.0
hill-valley,4,logreg,bcwi,,0.02,0.12612612612612611,0.4909090909090909,0.10091743119266056
hill-valley,4,logreg,projected_gd,,0.025,0.0,0.5045454545454545,0.0
hill-valley,4,logreg,bcwi,,0.025,0.12612612612612611,0.4909090909090909,0.10091743119266056
hill-valley,4,logreg,projected_gd,,0.03,0.0,0.5045454545454545,0.0
hill-valley,4,logreg,bcwi,,0.03,0.12612612612612611,0.4909090909090909,0.10091743119266056
ilpd,0,mlp,baseline,,,0.0,0.7238095238095238,0.03333333333333333
ilpd,0,mlp,confidence_drop,0.0,,0.04,0.7619047619047619,0.26666666666666666
ilpd,0,mlp,fixed_anchor,0.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,selective_distill,0.0,,0.0,0.7238095238095238,0.03333333333333333
ilpd,0,mlp,confidence_drop,0.5,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,fixed_anchor,0.5,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,selective_distill,0.5,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,confidence_drop,1.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,fixed_anchor,1.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,selective_distill,1.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,confidence_drop,2.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,fixed_anchor,2.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,selective_distill,2.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,confidence_drop,4.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,fixed_anchor,4.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,selective_distill,4.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,confidence_drop,8.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,fixed_anchor,8.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,selective_distill,8.0,,0.0,0.7142857142857143,0.0
ilpd,0,mlp,projected_gd,,0.0,0.02666666666666667,0.7523809523809524,0.2
ilpd,0,mlp,bcwi,,0.0,0.0,0.7142857142857143,0.0
ilpd,0,mlp,projected_gd,,0.005,0.02666666666666667,0.7523809523809524,0.2
ilpd,0,mlp,bcwi,,0.005,0.0,0.7142857142857143,0.0
ilpd,0,mlp,projected_gd,,0.01,0.02666666666666667,0.7523809523809524,0.2
ilpd,0,mlp,bcwi,,0.01,0.0,0.7142857142857143,0.0
ilpd,0,mlp,projected_gd,,0.015,0.02666666666666667,0.7523809523809524,0.2
ilpd,0,mlp,bcwi,,0.015,0.0,0.7142857142857143,0.0
ilpd,0,mlp,projected_gd,,0.02,0.02666666666666667,0.7523809523809524,0.2
ilpd,0,mlp,bcwi,,0.02,0.0,0.7142857142857143,0.0
ilpd,0,mlp,projected_gd,,0.025,0.02666666666666667,0.7523809523809524,0.2
ilpd,0,mlp,bcwi,,0.025,0.0,0.7142857142857143,0.0
ilpd,0,mlp,projected_gd,,0.03,0.02666666666666667,0.7523809523809524,0.2
ilpd,0,mlp,bcwi,,0.03,0.0,0.7142857142857143,0.0
ilpd,1,mlp,baseline,,,0.013888888888888888,0.7428571428571429,0.21212121212121213
ilpd,1,mlp,confidence_drop,0.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,fixed_anchor,0.0,,0.0,0.6952380952380952,0.030303030303030304
ilpd,1,mlp,selective_distill,0.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,confidence_drop,0.5,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,fixed_anchor,0.5,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,selective_distill,0.5,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,confidence_drop,1.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,fixed_anchor,1.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,selective_distill,1.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,confidence_drop,2.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,fixed_anchor,2.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,selective_distill,2.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,confidence_drop,4.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,fixed_anchor,4.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,selective_distill,4.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,confidence_drop,8.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,fixed_anchor,8.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,selective_distill,8.0,,0.0,0.6857142857142857,0.0
ilpd,1,mlp,projected_gd,,0.0,0.05555555555555555,0.6952380952380952,0.15151515151515152
ilpd,1,mlp,bcwi,,0.0,0.0,0.6952380952380952,0.030303030303030304
ilpd,1,mlp,projected_gd,,0.005,0.05555555555555555,0.6952380952380952,0.15151515151515152
ilpd,1,mlp,bcwi,,0.005,0.0,0.6952380952380952,0.030303030303030304
ilpd,1,mlp,projected_gd,,0.01,0.05555555555555555,0.6952380952380952,0.15151515151515152
ilpd,1,mlp,bcwi,,0.01,0.0,0.6952380952380952,0.030303030303030304
ilpd,1,mlp,projected_gd,,0.015,0.05555555555555555,0.6952380952380952,0.15151515151515152
ilpd,1,mlp,bcwi,,0.015,0.0,0.6952380952380952,0.030303030303030304
ilpd,1,mlp,projected_gd,,0.02,0.05555555555555555,0.6952380952380952,0.15151515151515152
ilpd,1,mlp,bcwi,,0.02,0.0,0.6952380952380952,0.030303030303030304
ilpd,1,mlp,projected_gd,,0.025,0.05555555555555555,0.6952380952380952,0.15151515151515152
ilpd,1,mlp,bcwi,,0.025,0.0,0.6952380952380952,0.030303030303030304
ilpd,1,mlp,projected_gd,,0.03,0.05555555555555555,0.6952380952380952,0.15151515151515152
ilpd,1,mlp,bcwi,,0.03,0.0,0.6952380952380952,0.030303030303030304
ilpd,2,mlp,baseline,,,0.11392405063291139,0.7333333333333333,0.2692307692307692
ilpd,2,mlp,confidence_drop,0.0,,0.12658227848101267,0.7047619047619048,0.19230769230769232
ilpd,2,mlp,fixed_anchor,0.0,,0.10126582278481013,0.7428571428571429,0.2692307692307692
ilpd,2,mlp,selective_distill,0.0,,0.11392405063291139,0.7333333333333333,0.2692307692307692
ilpd,2,mlp,confidence_drop,0.5,,0.11392405063291139,0.7333333333333333,0.2692307692307692
ilpd,2,mlp,fixed_anchor,0.5,,0.05063291139240506,0.7428571428571429,0.11538461538461539
ilpd,2,mlp,selective_distill,0.5,,0.11392405063291139,0.7238095238095238,0.23076923076923078
ilpd,2,mlp,confidence_drop,1.0,,0.11392405063291139,0.7333333333333333,0.2692307692307692
ilpd,2,mlp,fixed_anchor,1.0,,0.0759493670886076,0.7333333333333333,0.15384615384615385
ilpd,2,mlp,selective_distill,1.0,,0.0759493670886076,0.7238095238095238,0.11538461538461539
ilpd,2,mlp,confidence_drop,2.0,,0.11392405063291139,0.7333333333333333,0.2692307692307692
ilpd,2,mlp,fixed_anchor,2.0,,0.05063291139240506,0.7428571428571429,0.11538461538461539
ilpd,2,mlp,selective_distill,2.0,,0.06329113924050633,0.7333333333333333,0.11538461538461539
ilpd,2,mlp,confidence_drop,4.0,,0.11392405063291139,0.7333333333333333,0.2692307692307692
ilpd,2,mlp,fixed_anchor,4.0,,0.0379746835443038,0.7523809523809524,0.11538461538461539
ilpd,2,mlp,selective_distill,4.0,,0.06329113924050633,0.7428571428571429,0.15384615384615385
ilpd,2,mlp,confidence_drop,8.0,,0.11392405063291139,0.7333333333333333,0.2692307692307692
ilpd,2,mlp,fixed_anchor,8.0,,0.0379746835443038,0.7523809523809524,0.11538461538461539
ilpd,2,mlp,selective_distill,8.0,,0.0759493670886076,0.7428571428571429,0.19230769230769232
ilpd,2,mlp,projected_gd,,0.0,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,bcwi,,0.0,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,projected_gd,,0.005,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,bcwi,,0.005,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,projected_gd,,0.01,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,bcwi,,0.01,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,projected_gd,,0.015,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,bcwi,,0.015,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,projected_gd,,0.02,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,bcwi,,0.02,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,projected_gd,,0.025,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,bcwi,,0.025,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,projected_gd,,0.03,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,2,mlp,bcwi,,0.03,0.02531645569620253,0.7523809523809524,0.07692307692307693
ilpd,3,mlp,baseline,,,0.013888888888888888,0.6761904761904762,0.0
ilpd,3,mlp,confidence_drop,0.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,fixed_anchor,0.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,selective_distill,0.0,,0.013888888888888888,0.6761904761904762,0.0
ilpd,3,mlp,confidence_drop,0.5,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,fixed_anchor,0.5,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,selective_distill,0.5,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,confidence_drop,1.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,fixed_anchor,1.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,selective_distill,1.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,confidence_drop,2.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,fixed_anchor,2.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,selective_distill,2.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,confidence_drop,4.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,fixed_anchor,4.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,selective_distill,4.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,confidence_drop,8.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,fixed_anchor,8.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,selective_distill,8.0,,0.0,0.6857142857142857,0.0
ilpd,3,mlp,projected_gd,,0.0,0.08333333333333333,0.6761904761904762,0.15151515151515152
ilpd,3,mlp,bcwi,,0.0,0.0,0.6857142857142857,0.0
ilpd,3,mlp,projected_gd,,0.005,0.08333333333333333,0.6761904761904762,0.15151515151515152
ilpd,3,mlp,bcwi,,0.005,0.0,0.6857142857142857,0.0
ilpd,3,mlp,projected_gd,,0.01,0.08333333333333333,0.6761904761904762,0.15151515151515152
ilpd,3,mlp,bcwi,,0.01,0.0,0.6857142857142857,0.0
ilpd,3,mlp,projected_gd,,0.015,0.08333333333333333,0.6761904761904762,0.15151515151515152
ilpd,3,mlp,bcwi,,0.015,0.0,0.6857142857142857,0.0
ilpd,3,mlp,projected_gd,,0.02,0.08333333333333333,0.6761904761904762,0.15151515151515152
ilpd,3,mlp,bcwi,,0.02,0.0,0.6857142857142857,0.0
ilpd,3,mlp,projected_gd,,0.025,0.08333333333333333,0.6761904761904762,0.15151515151515152
ilpd,3,mlp,bcwi,,0.025,0.0,0.6857142857142857,0.0
ilpd,3,mlp,projected_gd,,0.03,0.08333333333333333,0.6761904761904762,0.15151515151515152
ilpd,3,mlp,bcwi,,0.03,0.0,0.6857142857142857,0.0
ilpd,4,mlp,baseline,,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,confidence_drop,0.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,fixed_anchor,0.0,,0.013888888888888888,0.6857142857142857,0.030303030303030304
ilpd,4,mlp,selective_distill,0.0,,0.041666666666666664,0.6857142857142857,0.09090909090909091
ilpd,4,mlp,confidence_drop,0.5,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,fixed_anchor,0.5,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,selective_distill,0.5,,0.013888888888888888,0.6761904761904762,0.0
ilpd,4,mlp,confidence_drop,1.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,fixed_anchor,1.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,selective_distill,1.0,,0.013888888888888888,0.6761904761904762,0.0
ilpd,4,mlp,confidence_drop,2.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,fixed_anchor,2.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,selective_distill,2.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,confidence_drop,4.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,fixed_anchor,4.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,selective_distill,4.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,confidence_drop,8.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,fixed_anchor,8.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,selective_distill,8.0,,0.0,0.6857142857142857,0.0
ilpd,4,mlp,projected_gd,,0.0,0.0,0.6857142857142857,0.0
ilpd,4,mlp,bcwi,,0.0,0.0,0.6857142857142857,0.0
ilpd,4,mlp,projected_gd,,0.005,0.0,0.6857142857142857,0.0
ilpd,4,mlp,bcwi,,0.005,0.0,0.6857142857142857,0.0
ilpd,4,mlp,projected_gd,,0.01,0.0,0.6857142857142857,0.0
ilpd,4,mlp,bcwi,,0.01,0.0,0.6857142857142857,0.0
ilpd,4,mlp,projected_gd,,0.015,0.0,0.6857142857142857,0.0
ilpd,4,mlp,bcwi,,0.015,0.0,0.6857142857142857,0.0
ilpd,4,mlp,projected_gd,,0.02,0.0,0.6857142857142857,0.0
ilpd,4,mlp,bcwi,,0.02,0.0,0.6857142857142857,0.0
ilpd,4,mlp,projected_gd,,0.025,0.0,0.6857142857142857,0.0
ilpd,4,mlp,bcwi,,0.025,0.0,0.6857142857142857,0.0
ilpd,4,mlp,projected_gd,,0.03,0.0,0.6857142857142857,0.0
ilpd,4,mlp,bcwi,,0.03,0.0,0.6857142857142857,0.0
ilpd,0,logreg,baseline,,,0.3,0.6761904761904762,0.6545454545454545
ilpd,0,logreg,confidence_drop,0.0,,0.48,0.6761904761904762,0.8181818181818182
ilpd,0,logreg,fixed_anchor,0.0,,0.32,0.6666666666666666,0.6545454545454545
ilpd,0,logreg,selective_distill,0.0,,0.4,0.3523809523809524,0.12727272727272726
ilpd,0,logreg,confidence_drop,0.5,,0.5,0.6666666666666666,0.8181818181818182
ilpd,0,logreg,fixed_anchor,0.5,,0.32,0.638095238095238,0.6
ilpd,0,logreg,selective_distill,0.5,,0.38,0.3619047619047619,0.12727272727272726
ilpd,0,logreg,confidence_drop,1.0,,0.5,0.6666666666666666,0.8181818181818182
ilpd,0,logreg,fixed_anchor,1.0,,0.32,0.638095238095238,0.6
ilpd,0,logreg,selective_distill,1.0,,0.38,0.3619047619047619,0.12727272727272726
ilpd,0,logreg,confidence_drop,2.0,,0.54,0.638095238095238,0.8
ilpd,0,logreg,fixed_anchor,2.0,,0.3,0.6190476190476191,0.5454545454545454
ilpd,0,logreg,selective_distill,2.0,,0.38,0.3619047619047619,0.12727272727272726
ilpd,0,logreg,confidence_drop,4.0,,0.58,0.6190476190476191,0.8
ilpd,0,logreg,fixed_anchor,4.0,,0.3,0.6190476190476191,0.5454545454545454
ilpd,0,logreg,selective_distill,4.0,,0.36,0.37142857142857144,0.12727272727272726
ilpd,0,logreg,confidence_drop,8.0,,0.6,0.5904761904761905,0.7636363636363637
ilpd,0,logreg,fixed_anchor,8.0,,0.3,0.6,0.509090909090909
ilpd,0,logreg,selective_distill,8.0,,0.36,0.3619047619047619,0.10909090909090909
ilpd,0,logreg,projected_gd,,0.0,0.02,0.5142857142857142,0.09090909090909091
ilpd,0,logreg,bcwi,,0.0,0.0,0.47619047619047616,0.0
ilpd,0,logreg,projected_gd,,0.005,0.02,0.5142857142857142,0.09090909090909091
