dataset,split,model_type,method,lambda,target_nfr,achieved_nfr,accuracy,pfr
diabetes,2,logreg,confidence_drop,2.0,,0.20512820512820512,0.5971223021582733,0.3442622950819672
diabetes,2,logreg,fixed_anchor,2.0,,0.21794871794871795,0.6115107913669064,0.39344262295081966
diabetes,2,logreg,selective_distill,2.0,,0.4358974358974359,0.6187050359712231,0.6885245901639344
diabetes,2,logreg,confidence_drop,4.0,,0.23076923076923078,0.5827338129496403,0.3442622950819672
diabetes,2,logreg,fixed_anchor,4.0,,0.20512820512820512,0.5971223021582733,0.3442622950819672
diabetes,2,logreg,selective_distill,4.0,,0.4230769230769231,0.6258992805755396,0.6885245901639344
diabetes,2,logreg,confidence_drop,8.0,,0.23076923076923078,0.5827338129496403,0.3442622950819672
diabetes,2,logreg,fixed_anchor,8.0,,0.1794871794871795,0.5971223021582733,0.3114754098360656
diabetes,2,logreg,selective_distill,8.0,,0.4230769230769231,0.6258992805755396,0.6885245901639344
diabetes,2,logreg,projected_gd,,0.0,0.05128205128205128,0.6402877697841727,0.2459016393442623
diabetes,2,logreg,bcwi,,0.0,0.038461538461538464,0.5611510791366906,0.04918032786885246
diabetes,2,logreg,projected_gd,,0.005,0.05128205128205128,0.6402877697841727,0.2459016393442623
diabetes,2,logreg,bcwi,,0.005,0.038461538461538464,0.5611510791366906,0.04918032786885246
diabetes,2,logreg,projected_gd,,0.01,0.05128205128205128,0.6402877697841727,0.2459016393442623
diabetes,2,logreg,bcwi,,0.01,0.038461538461538464,0.5611510791366906,0.04918032786885246
diabetes,2,logreg,projected_gd,,0.015,0.05128205128205128,0.6402877697841727,0.2459016393442623
diabetes,2,logreg,bcwi,,0.015,0.038461538461538464,0.5611510791366906,0.04918032786885246
diabetes,2,logreg,projected_gd,,0.02,0.05128205128205128,0.6402877697841727,0.2459016393442623
diabetes,2,logreg,bcwi,,0.02,0.038461538461538464,0.5611510791366906,0.04918032786885246
diabetes,2,logreg,projected_gd,,0.025,0.05128205128205128,0.6402877697841727,0.2459016393442623
diabetes,2,logreg,bcwi,,0.025,0.038461538461538464,0.5611510791366906,0.04918032786885246
diabetes,2,logreg,projected_gd,,0.03,0.05128205128205128,0.6402877697841727,0.2459016393442623
diabetes,2,logreg,bcwi,,0.03,0.038461538461538464,0.5611510791366906,0.04918032786885246
diabetes,3,logreg,baseline,,,0.42857142857142855,0.6834532374100719,0.8225806451612904
diabetes,3,logreg,confidence_drop,0.0,,0.4025974025974026,0.5899280575539568,0.5806451612903226
diabetes,3,logreg,fixed_anchor,0.0,,0.3116883116883117,0.6115107913669064,0.5161290322580645
diabetes,3,logreg,selective_distill,0.0,,0.7402597402597403,0.2805755395683453,0.3064516129032258
diabetes,3,logreg,confidence_drop,0.5,,0.37662337662337664,0.5971223021582733,0.5645161290322581
diabetes,3,logreg,fixed_anchor,0.5,,0.2727272727272727,0.60431654676259,0.45161290322580644
diabetes,3,logreg,selective_distill,0.5,,0.7402597402597403,0.2805755395683453,0.3064516129032258
diabetes,3,logreg,confidence_drop,1.0,,0.36363636363636365,0.60431654676259,0.5645161290322581
diabetes,3,logreg,fixed_anchor,1.0,,0.2727272727272727,0.5899280575539568,0.41935483870967744
diabetes,3,logreg,selective_distill,1.0,,0.7272727272727273,0.2733812949640288,0.27419354838709675
diabetes,3,logreg,confidence_drop,2.0,,0.37662337662337664,0.5971223021582733,0.5645161290322581
diabetes,3,logreg,fixed_anchor,2.0,,0.2727272727272727,0.5899280575539568,0.41935483870967744
diabetes,3,logreg,selective_distill,2.0,,0.7142857142857143,0.2805755395683453,0.27419354838709675
diabetes,3,logreg,confidence_drop,4.0,,0.38961038961038963,0.5755395683453237,0.532258064516129
diabetes,3,logreg,fixed_anchor,4.0,,0.2727272727272727,0.5827338129496403,0.4032258064516129
diabetes,3,logreg,selective_distill,4.0,,0.7012987012987013,0.2733812949640288,0.24193548387096775
diabetes,3,logreg,confidence_drop,8.0,,0.4025974025974026,0.5611510791366906,0.5161290322580645
diabetes,3,logreg,fixed_anchor,8.0,,0.2727272727272727,0.5827338129496403,0.4032258064516129
diabetes,3,logreg,selective_distill,8.0,,0.7012987012987013,0.2733812949640288,0.24193548387096775
diabetes,3,logreg,projected_gd,,0.0,0.012987012987012988,0.5899280575539568,0.0967741935483871
diabetes,3,logreg,bcwi,,0.0,0.025974025974025976,0.5755395683453237,0.08064516129032258
diabetes,3,logreg,projected_gd,,0.005,0.012987012987012988,0.5899280575539568,0.0967741935483871
diabetes,3,logreg,bcwi,,0.005,0.025974025974025976,0.5755395683453237,0.08064516129032258
diabetes,3,logreg,projected_gd,,0.01,0.012987012987012988,0.5899280575539568,0.0967741935483871
diabetes,3,logreg,bcwi,,0.01,0.025974025974025976,0.5755395683453237,0.08064516129032258
diabetes,3,logreg,projected_gd,,0.015,0.012987012987012988,0.5899280575539568,0.0967741935483871
diabetes,3,logreg,bcwi,,0.015,0.025974025974025976,0.5755395683453237,0.08064516129032258
diabetes,3,logreg,projected_gd,,0.02,0.012987012987012988,0.5899280575539568,0.0967741935483871
diabetes,3,logreg,bcwi,,0.02,0.025974025974025976,0.5755395683453237,0.08064516129032258
diabetes,3,logreg,projected_gd,,0.025,0.012987012987012988,0.5899280575539568,0.0967741935483871
diabetes,3,logreg,bcwi,,0.025,0.025974025974025976,0.5755395683453237,0.08064516129032258
diabetes,3,logreg,projected_gd,,0.03,0.012987012987012988,0.5899280575539568,0.0967741935483871
diabetes,3,logreg,bcwi,,0.03,0.025974025974025976,0.5755395683453237,0.08064516129032258
diabetes,4,logreg,baseline,,,0.4675324675324675,0.60431654676259,0.6935483870967742
diabetes,4,logreg,confidence_drop,0.0,,0.33766233766233766,0.6402877697841727,0.6129032258064516
diabetes,4,logreg,fixed_anchor,0.0,,0.7922077922077922,0.35251798561151076,0.532258064516129
diabetes,4,logreg,selective_distill,0.0,,0.14285714285714285,0.5179856115107914,0.0967741935483871
diabetes,4,logreg,confidence_drop,0.5,,0.36363636363636365,0.6187050359712231,0.5967741935483871
diabetes,4,logreg,fixed_anchor,0.5,,0.7922077922077922,0.3597122302158273,0.5483870967741935
diabetes,4,logreg,selective_distill,0.5,,0.12987012987012986,0.5251798561151079,0.0967741935483871
diabetes,4,logreg,confidence_drop,1.0,,0.38961038961038963,0.60431654676259,0.5967741935483871
diabetes,4,logreg,fixed_anchor,1.0,,0.8051948051948052,0.3597122302158273,0.5645161290322581
diabetes,4,logreg,selective_distill,1.0,,0.14285714285714285,0.5179856115107914,0.0967741935483871
diabetes,4,logreg,confidence_drop,2.0,,0.4025974025974026,0.60431654676259,0.6129032258064516
diabetes,4,logreg,fixed_anchor,2.0,,0.7922077922077922,0.3669064748201439,0.5645161290322581
diabetes,4,logreg,selective_distill,2.0,,0.14285714285714285,0.5179856115107914,0.0967741935483871
diabetes,4,logreg,confidence_drop,4.0,,0.4155844155844156,0.5827338129496403,0.5806451612903226
diabetes,4,logreg,fixed_anchor,4.0,,0.7922077922077922,0.381294964028777,0.5967741935483871
diabetes,4,logreg,selective_distill,4.0,,0.14285714285714285,0.5179856115107914,0.0967741935483871
diabetes,4,logreg,confidence_drop,8.0,,0.45454545454545453,0.5611510791366906,0.5806451612903226
diabetes,4,logreg,fixed_anchor,8.0,,0.8051948051948052,0.3669064748201439,0.5806451612903226
diabetes,4,logreg,selective_distill,8.0,,0.14285714285714285,0.49640287769784175,0.04838709677419355
diabetes,4,logreg,projected_gd,,0.0,0.06493506493506493,0.6546762589928058,0.3064516129032258
diabetes,4,logreg,bcwi,,0.0,0.05194805194805195,0.5611510791366906,0.08064516129032258
diabetes,4,logreg,projected_gd,,0.005,0.06493506493506493,0.6546762589928058,0.3064516129032258
diabetes,4,logreg,bcwi,,0.005,0.05194805194805195,0.5611510791366906,0.08064516129032258
diabetes,4,logreg,projected_gd,,0.01,0.06493506493506493,0.6546762589928058,0.3064516129032258
diabetes,4,logreg,bcwi,,0.01,0.05194805194805195,0.5611510791366906,0.08064516129032258
diabetes,4,logreg,projected_gd,,0.015,0.06493506493506493,0.6546762589928058,0.3064516129032258
diabetes,4,logreg,bcwi,,0.015,0.05194805194805195,0.5611510791366906,0.08064516129032258
diabetes,4,logreg,projected_gd,,0.02,0.06493506493506493,0.6546762589928058,0.3064516129032258
diabetes,4,logreg,bcwi,,0.02,0.05194805194805195,0.5611510791366906,0.08064516129032258
diabetes,4,logreg,projected_gd,,0.025,0.06493506493506493,0.6546762589928058,0.3064516129032258
diabetes,4,logreg,bcwi,,0.025,0.05194805194805195,0.5611510791366906,0.08064516129032258
diabetes,4,logreg,projected_gd,,0.03,0.06493506493506493,0.6546762589928058,0.3064516129032258
diabetes,4,logreg,bcwi,,0.03,0.05194805194805195,0.5611510791366906,0.08064516129032258
eeg-eye-state,0,mlp,baseline,,,0.03303684879288437,0.9132690882134915,0.5370919881305638
eeg-eye-state,0,mlp,confidence_drop,0.0,,0.03261329944938585,0.916234247590808,0.5578635014836796
eeg-eye-state,0,mlp,fixed_anchor,0.0,,0.024989411266412537,0.9225352112676056,0.5548961424332344
eeg-eye-state,0,mlp,selective_distill,0.0,,0.030072003388394747,0.9166048925129726,0.543026706231454
eeg-eye-state,0,mlp,confidence_drop,0.5,,0.03218975010588734,0.9173461823573017,0.5637982195845698
eeg-eye-state,0,mlp,fixed_anchor,0.5,,0.021177467174925878,0.9262416604892513,0.5578635014836796
eeg-eye-state,0,mlp,selective_distill,0.5,,0.023718763235916984,0.9199406968124537,0.5252225519287834
eeg-eye-state,0,mlp,confidence_drop,1.0,,0.03218975010588734,0.913639733135656,0.5341246290801187
eeg-eye-state,0,mlp,fixed_anchor,1.0,,0.019906819144430325,0.9240177909562639,0.5311572700296736
eeg-eye-state,0,mlp,selective_distill,1.0,,0.019906819144430325,0.9210526315789473,0.5074183976261127
eeg-eye-state,0,mlp,confidence_drop,2.0,,0.03176620076238882,0.9080800593031876,0.486646884272997
eeg-eye-state,0,mlp,fixed_anchor,2.0,,0.01905972045743329,0.9232765011119348,0.5192878338278932
eeg-eye-state,0,mlp,selective_distill,2.0,,0.018636171113934775,0.9199406968124537,0.4896142433234421
eeg-eye-state,0,mlp,confidence_drop,4.0,,0.031342651418890304,0.9028910303928837,0.4421364985163205
eeg-eye-state,0,mlp,fixed_anchor,4.0,,0.017789072426937738,0.9210526315789473,0.49258160237388726
eeg-eye-state,0,mlp,selective_distill,4.0,,0.016518424396442185,0.91882876204596,0.4658753709198813
eeg-eye-state,0,mlp,confidence_drop,8.0,,0.03303684879288437,0.8984432913269088,0.41839762611275966
eeg-eye-state,0,mlp,fixed_anchor,8.0,,0.019483269800931808,0.9147516679021498,0.4540059347181009
eeg-eye-state,0,mlp,selective_distill,8.0,,0.015247776365946633,0.9084507042253521,0.37388724035608306
eeg-eye-state,0,mlp,projected_gd,,0.0,0.0016941973739940702,0.8758339510748703,0.017804154302670624
eeg-eye-state,0,mlp,bcwi,,0.0,0.0,0.8750926612305412,0.0
eeg-eye-state,0,mlp,projected_gd,,0.005,0.004235493434985175,0.8799110452186805,0.06824925816023739
eeg-eye-state,0,mlp,bcwi,,0.005,0.0,0.8750926612305412,0.0
eeg-eye-state,0,mlp,projected_gd,,0.01,0.007623888182973317,0.8891771682727947,0.1661721068249258
eeg-eye-state,0,mlp,bcwi,,0.01,0.0,0.8750926612305412,0.0
eeg-eye-state,0,mlp,projected_gd,,0.015,0.015247776365946633,0.9006671608598962,0.3115727002967359
eeg-eye-state,0,mlp,bcwi,,0.015,0.0,0.8750926612305412,0.0
eeg-eye-state,0,mlp,projected_gd,,0.02,0.0169419737399407,0.911045218680504,0.4065281899109792
eeg-eye-state,0,mlp,bcwi,,0.02,0.0,0.8750926612305412,0.0
eeg-eye-state,0,mlp,projected_gd,,0.025,0.017789072426937738,0.9154929577464789,0.44807121661721067
eeg-eye-state,0,mlp,bcwi,,0.025,0.0,0.8750926612305412,0.0
eeg-eye-state,0,mlp,projected_gd,,0.03,0.022871664548919948,0.9421793921423276,0.6973293768545994
eeg-eye-state,0,mlp,bcwi,,0.03,0.030495552731893267,0.9184581171237954,0.5608308605341247
eeg-eye-state,1,mlp,baseline,,,0.024675324675324677,0.9154929577464789,0.5592783505154639
eeg-eye-state,1,mlp,confidence_drop,0.0,,0.01904761904761905,0.9210526315789473,0.5644329896907216
eeg-eye-state,1,mlp,fixed_anchor,0.0,,0.020346320346320345,0.9173461823573017,0.5463917525773195
eeg-eye-state,1,mlp,selective_distill,0.0,,0.022510822510822513,0.9169755374351372,0.5567010309278351
eeg-eye-state,1,mlp,confidence_drop,0.5,,0.019913419913419914,0.9166048925129726,0.538659793814433
eeg-eye-state,1,mlp,fixed_anchor,0.5,,0.01471861471861472,0.9173461823573017,0.5128865979381443
eeg-eye-state,1,mlp,selective_distill,0.5,,0.02077922077922078,0.9184581171237954,0.5567010309278351
eeg-eye-state,1,mlp,confidence_drop,1.0,,0.018614718614718615,0.9143810229799851,0.5154639175257731
eeg-eye-state,1,mlp,fixed_anchor,1.0,,0.016017316017316017,0.9147516679021498,0.5025773195876289
eeg-eye-state,1,mlp,selective_distill,1.0,,0.01948051948051948,0.9173461823573017,0.5412371134020618
eeg-eye-state,1,mlp,confidence_drop,2.0,,0.01818181818181818,0.9106745737583395,0.48711340206185566
eeg-eye-state,1,mlp,fixed_anchor,2.0,,0.016883116883116882,0.9099332839140104,0.4742268041237113
eeg-eye-state,1,mlp,selective_distill,2.0,,0.01645021645021645,0.9140103780578206,0.5
eeg-eye-state,1,mlp,confidence_drop,4.0,,0.01818181818181818,0.905114899925871,0.4484536082474227
eeg-eye-state,1,mlp,fixed_anchor,4.0,,0.016883116883116882,0.9088213491475167,0.46649484536082475
eeg-eye-state,1,mlp,selective_distill,4.0,,0.015151515151515152,0.9095626389918459,0.46134020618556704
eeg-eye-state,1,mlp,confidence_drop,8.0,,0.01948051948051948,0.8969607116382505,0.39948453608247425
eeg-eye-state,1,mlp,fixed_anchor,8.0,,0.01645021645021645,0.9065974796145293,0.4484536082474227
eeg-eye-state,1,mlp,selective_distill,8.0,,0.01645021645021645,0.8995552260934025,0.39948453608247425
eeg-eye-state,1,mlp,projected_gd,,0.0,0.0,0.8561897702001483,0.0
eeg-eye-state,1,mlp,bcwi,,0.0,0.0,0.8561897702001483,0.0
eeg-eye-state,1,mlp,projected_gd,,0.005,0.005194805194805195,0.8591549295774648,0.05154639175257732
eeg-eye-state,1,mlp,bcwi,,0.005,0.004761904761904762,0.8576723498888065,0.03865979381443299
eeg-eye-state,1,mlp,projected_gd,,0.01,0.01038961038961039,0.8647146034099333,0.1211340206185567
eeg-eye-state,1,mlp,bcwi,,0.01,0.004761904761904762,0.8576723498888065,0.03865979381443299
eeg-eye-state,1,mlp,projected_gd,,0.015,0.010822510822510822,0.876945885841364,0.20876288659793815
eeg-eye-state,1,mlp,bcwi,,0.015,0.004761904761904762,0.8576723498888065,0.03865979381443299
eeg-eye-state,1,mlp,projected_gd,,0.02,0.011255411255411256,0.8925129725722758,0.31958762886597936
eeg-eye-state,1,mlp,bcwi,,0.02,0.024675324675324677,0.9128984432913269,0.5412371134020618
eeg-eye-state,1,mlp,projected_gd,,0.025,0.01471861471861472,0.9284655300222387,0.5902061855670103
eeg-eye-state,1,mlp,bcwi,,0.025,0.024675324675324677,0.9128984432913269,0.5412371134020618
eeg-eye-state,1,mlp,projected_gd,,0.03,0.01818181818181818,0.9310600444773907,0.6288659793814433
eeg-eye-state,1,mlp,bcwi,,0.03,0.024675324675324677,0.9128984432913269,0.5412371134020618
eeg-eye-state,2,mlp,baseline,,,0.021093413689195005,0.9229058561897702,0.576
eeg-eye-state,2,mlp,confidence_drop,0.0,,0.020662935858803272,0.9184581171237954,0.5413333333333333
eeg-eye-state,2,mlp,fixed_anchor,0.0,,0.021093413689195005,0.9206819866567828,0.56
eeg-eye-state,2,mlp,selective_distill,0.0,,0.022815325010761944,0.9191994069681245,0.56
eeg-eye-state,2,mlp,confidence_drop,0.5,,0.018080068876452863,0.9177168272794662,0.52
eeg-eye-state,2,mlp,fixed_anchor,0.5,,0.02152389151958674,0.9173461823573017,0.5386666666666666
eeg-eye-state,2,mlp,selective_distill,0.5,,0.020232458028411535,0.9177168272794662,0.5333333333333333
eeg-eye-state,2,mlp,confidence_drop,1.0,,0.018080068876452863,0.9140103780578206,0.49333333333333335
eeg-eye-state,2,mlp,fixed_anchor,1.0,,0.022815325010761944,0.9173461823573017,0.5466666666666666
eeg-eye-state,2,mlp,selective_distill,1.0,,0.020232458028411535,0.916234247590808,0.5226666666666666
eeg-eye-state,2,mlp,confidence_drop,2.0,,0.016788635385277657,0.9099332839140104,0.456
eeg-eye-state,2,mlp,fixed_anchor,2.0,,0.018941024537236333,0.9169755374351372,0.52
eeg-eye-state,2,mlp,selective_distill,2.0,,0.015927679724494187,0.9158636026686434,0.49333333333333335
eeg-eye-state,2,mlp,confidence_drop,4.0,,0.018510546706844596,0.9054855448480356,0.43466666666666665
eeg-eye-state,2,mlp,fixed_anchor,4.0,,0.016788635385277657,0.9154929577464789,0.496
eeg-eye-state,2,mlp,selective_distill,4.0,,0.016358157554885924,0.9121571534469978,0.4693333333333333
eeg-eye-state,2,mlp,confidence_drop,8.0,,0.018510546706844596,0.8995552260934025,0.392
eeg-eye-state,2,mlp,fixed_anchor,8.0,,0.015927679724494187,0.9143810229799851,0.4826666666666667
eeg-eye-state,2,mlp,selective_distill,8.0,,0.017649591046061126,0.9036323202372127,0.416
eeg-eye-state,2,mlp,projected_gd,,0.0,0.00043047783039173483,0.8613787991104522,0.005333333333333333
eeg-eye-state,2,mlp,bcwi,,0.0,0.0,0.8610081541882876,0.0
eeg-eye-state,2,mlp,projected_gd,,0.005,0.002582866982350409,0.8636026686434396,0.034666666666666665
eeg-eye-state,2,mlp,bcwi,,0.005,0.0,0.8610081541882876,0.0
eeg-eye-state,2,mlp,projected_gd,,0.01,0.006026689625484288,0.8717568569310601,0.11466666666666667
eeg-eye-state,2,mlp,bcwi,,0.01,0.0,0.8610081541882876,0.0
eeg-eye-state,2,mlp,projected_gd,,0.015,0.009040034438226431,0.8806523350630097,0.19733333333333333
eeg-eye-state,2,mlp,bcwi,,0.015,0.0,0.8610081541882876,0.0
eeg-eye-state,2,mlp,projected_gd,,0.02,0.01334481274214378,0.896590066716086,0.33866666666666667
eeg-eye-state,2,mlp,bcwi,,0.02,0.0,0.8610081541882876,0.0
eeg-eye-state,2,mlp,projected_gd,,0.025,0.013775290572535515,0.9132690882134915,0.4613333333333333
eeg-eye-state,2,mlp,bcwi,,0.025,0.0,0.8610081541882876,0.0
eeg-eye-state,2,mlp,projected_gd,,0.03,0.017219113215669393,0.9284655300222387,0.592
eeg-eye-state,2,mlp,bcwi,,0.03,0.023676280671545414,0.9132690882134915,0.5226666666666666
eeg-eye-state,3,mlp,baseline,,,0.02482876712328767,0.9091919940696812,0.48342541436464087
eeg-eye-state,3,mlp,confidence_drop,0.0,,0.03125,0.9080800593031876,0.5165745856353591
eeg-eye-state,3,mlp,fixed_anchor,0.0,,0.03210616438356165,0.9099332839140104,0.5359116022099447
eeg-eye-state,3,mlp,selective_distill,0.0,,0.029537671232876712,0.910303928836175,0.5220994475138122
eeg-eye-state,3,mlp,confidence_drop,0.5,,0.02868150684931507,0.9040029651593773,0.4696132596685083
eeg-eye-state,3,mlp,fixed_anchor,0.5,,0.030393835616438356,0.9040029651593773,0.48066298342541436
eeg-eye-state,3,mlp,selective_distill,0.5,,0.02696917808219178,0.9114158636026687,0.5138121546961326
eeg-eye-state,3,mlp,confidence_drop,1.0,,0.025684931506849314,0.9054855448480356,0.4613259668508287
eeg-eye-state,3,mlp,fixed_anchor,1.0,,0.023544520547945206,0.9088213491475167,0.4723756906077348
eeg-eye-state,3,mlp,selective_distill,1.0,,0.026113013698630137,0.911045218680504,0.505524861878453
eeg-eye-state,3,mlp,confidence_drop,2.0,,0.02910958904109589,0.8984432913269088,0.430939226519337
eeg-eye-state,3,mlp,fixed_anchor,2.0,,0.02226027397260274,0.9062268346923648,0.4447513812154696
eeg-eye-state,3,mlp,selective_distill,2.0,,0.025684931506849314,0.9077094143810229,0.47790055248618785
eeg-eye-state,3,mlp,confidence_drop,4.0,,0.0273972602739726,0.8954781319495922,0.39779005524861877
eeg-eye-state,3,mlp,fixed_anchor,4.0,,0.023116438356164382,0.9017790956263899,0.4171270718232044
eeg-eye-state,3,mlp,selective_distill,4.0,,0.025684931506849314,0.9021497405485545,0.43646408839779005
eeg-eye-state,3,mlp,confidence_drop,8.0,,0.026541095890410957,0.8947368421052632,0.3867403314917127
eeg-eye-state,3,mlp,fixed_anchor,8.0,,0.020976027397260275,0.9010378057820608,0.39779005524861877
eeg-eye-state,3,mlp,selective_distill,8.0,,0.02011986301369863,0.8977020014825797,0.3674033149171271
eeg-eye-state,3,mlp,projected_gd,,0.0,0.0017123287671232876,0.8650852483320979,0.0055248618784530384
eeg-eye-state,3,mlp,bcwi,,0.0,0.0017123287671232876,0.8650852483320979,0.0055248618784530384
eeg-eye-state,3,mlp,projected_gd,,0.005,0.007705479452054794,0.8680504077094143,0.06629834254143646
eeg-eye-state,3,mlp,bcwi,,0.005,0.006421232876712328,0.8636026686434396,0.024861878453038673
eeg-eye-state,3,mlp,projected_gd,,0.01,0.011558219178082191,0.882876204595997,0.20165745856353592
eeg-eye-state,3,mlp,bcwi,,0.01,0.006421232876712328,0.8636026686434396,0.024861878453038673
eeg-eye-state,3,mlp,projected_gd,,0.015,0.0136986301369863,0.9177168272794662,0.47513812154696133
eeg-eye-state,3,mlp,bcwi,,0.015,0.006421232876712328,0.8636026686434396,0.024861878453038673
eeg-eye-state,3,mlp,projected_gd,,0.02,0.019263698630136987,0.9255003706449222,0.569060773480663
eeg-eye-state,3,mlp,bcwi,,0.02,0.025684931506849314,0.9125277983691623,0.5138121546961326
eeg-eye-state,3,mlp,projected_gd,,0.025,0.018407534246575343,0.941067457375834,0.6795580110497238
eeg-eye-state,3,mlp,bcwi,,0.025,0.025684931506849314,0.9125277983691623,0.5138121546961326
eeg-eye-state,3,mlp,projected_gd,,0.03,0.019263698630136987,0.9436619718309859,0.7044198895027625
eeg-eye-state,3,mlp,bcwi,,0.03,0.025684931506849314,0.9125277983691623,0.5138121546961326
eeg-eye-state,4,mlp,baseline,,,0.026225279449699053,0.913639733135656,0.5376344086021505
eeg-eye-state,4,mlp,confidence_drop,0.0,,0.030524505588993982,0.9032616753150482,0.489247311827957
eeg-eye-state,4,mlp,fixed_anchor,0.0,,0.023645743766122097,0.9140103780578206,0.5241935483870968
eeg-eye-state,4,mlp,selective_distill,0.0,,0.02063628546861565,0.9154929577464789,0.5161290322580645
eeg-eye-state,4,mlp,confidence_drop,0.5,,0.02880481513327601,0.9032616753150482,0.478494623655914
eeg-eye-state,4,mlp,fixed_anchor,0.5,,0.02235597592433362,0.9121571534469978,0.5026881720430108
eeg-eye-state,4,mlp,selective_distill,0.5,,0.02063628546861565,0.9143810229799851,0.5080645161290323
eeg-eye-state,4,mlp,confidence_drop,1.0,,0.024505588993981083,0.9054855448480356,0.46774193548387094
eeg-eye-state,4,mlp,fixed_anchor,1.0,,0.023645743766122097,0.9080800593031876,0.48118279569892475
eeg-eye-state,4,mlp,selective_distill,1.0,,0.02106620808254514,0.9151223128243143,0.5161290322580645
eeg-eye-state,4,mlp,confidence_drop,2.0,,0.026225279449699053,0.8984432913269088,0.4274193548387097
eeg-eye-state,4,mlp,fixed_anchor,2.0,,0.023215821152192607,0.9077094143810229,0.47580645161290325
eeg-eye-state,4,mlp,selective_distill,2.0,,0.02063628546861565,0.9125277983691623,0.4946236559139785
eeg-eye-state,4,mlp,confidence_drop,4.0,,0.021926053310404127,0.896590066716086,0.3870967741935484
eeg-eye-state,4,mlp,fixed_anchor,4.0,,0.02106620808254514,0.9077094143810229,0.46236559139784944
eeg-eye-state,4,mlp,selective_distill,4.0,,0.018916595012897677,0.9099332839140104,0.4650537634408602
eeg-eye-state,4,mlp,confidence_drop,8.0,,0.022785898538263114,0.8917716827279466,0.3575268817204301
eeg-eye-state,4,mlp,fixed_anchor,8.0,,0.02063628546861565,0.9010378057820608,0.4112903225806452
eeg-eye-state,4,mlp,selective_distill,8.0,,0.018486672398968184,0.8999258710155671,0.3897849462365591
eeg-eye-state,4,mlp,projected_gd,,0.0,0.0,0.8624907338769459,0.002688172043010753
eeg-eye-state,4,mlp,bcwi,,0.0,0.0,0.8621200889547813,0.0
eeg-eye-state,4,mlp,projected_gd,,0.005,0.0021496130696474634,0.8628613787991104,0.01881720430107527
eeg-eye-state,4,mlp,bcwi,,0.005,0.0,0.8621200889547813,0.0
eeg-eye-state,4,mlp,projected_gd,,0.01,0.0030094582975064487,0.8739807264640475,0.10483870967741936
eeg-eye-state,4,mlp,bcwi,,0.01,0.0,0.8621200889547813,0.0
eeg-eye-state,4,mlp,projected_gd,,0.015,0.0176268271711092,0.9017790956263899,0.3978494623655914
eeg-eye-state,4,mlp,bcwi,,0.015,0.029234737747205503,0.911045218680504,0.5376344086021505
eeg-eye-state,4,mlp,projected_gd,,0.02,0.015477214101461736,0.9243884358784284,0.5483870967741935
eeg-eye-state,4,mlp,bcwi,,0.02,0.029234737747205503,0.911045218680504,0.5376344086021505
eeg-eye-state,4,mlp,projected_gd,,0.025,0.016766981943250214,0.9243884358784284,0.5564516129032258
eeg-eye-state,4,mlp,bcwi,,0.025,0.029234737747205503,0.911045218680504,0.5376344086021505
eeg-eye-state,4,mlp,projected_gd,,0.03,0.019776440240756664,0.9336545589325427,0.6424731182795699
eeg-eye-state,4,mlp,bcwi,,0.03,0.029234737747205503,0.911045218680504,0.5376344086021505
eeg-eye-state,0,logreg,baseline,,,0.1473414477898783,0.6067457375833951,0.2691292875989446
eeg-eye-state,0,logreg,confidence_drop,0.0,,0.15887251761691223,0.6045218680504078,0.2796833773087071
eeg-eye-state,0,logreg,fixed_anchor,0.0,,0.15438821268417682,0.6126760563380281,0.2928759894459103
eeg-eye-state,0,logreg,selective_distill,0.0,,0.1672005124919923,0.5971089696071163,0.27352682497801234
eeg-eye-state,0,logreg,confidence_drop,0.5,,0.19282511210762332,0.6085989621942179,0.335971855760774
eeg-eye-state,0,logreg,fixed_anchor,0.5,,0.1005765534913517,0.5930318754633062,0.1723834652594547
eeg-eye-state,0,logreg,selective_distill,0.5,,0.1518257527226137,0.5978502594514455,0.2541776605101143
eeg-eye-state,0,logreg,confidence_drop,1.0,,0.2158872517616912,0.6052631578947368,0.3597185576077397
eeg-eye-state,0,logreg,fixed_anchor,1.0,,0.06278026905829596,0.5922905856189771,0.11873350923482849
eeg-eye-state,0,logreg,selective_distill,1.0,,0.14349775784753363,0.5997034840622684,0.24714160070360597
eeg-eye-state,0,logreg,confidence_drop,2.0,,0.22613709160794362,0.597479614529281,0.35532102022867196
eeg-eye-state,0,logreg,fixed_anchor,2.0,,0.029468289557975657,0.5845070422535211,0.05452946350043975
eeg-eye-state,0,logreg,selective_distill,2.0,,0.11787315823190263,0.5993328391401038,0.21108179419525067
eeg-eye-state,0,logreg,confidence_drop,4.0,,0.23126201153106982,0.5930318754633062,0.3518029903254178
eeg-eye-state,0,logreg,fixed_anchor,4.0,,0.016015374759769378,0.5833951074870274,0.03342128408091469
eeg-eye-state,0,logreg,selective_distill,4.0,,0.1159513132607303,0.5922905856189771,0.1917326297273527
eeg-eye-state,0,logreg,confidence_drop,8.0,,0.2370275464445868,0.5874722016308377,0.3465259454705365
eeg-eye-state,0,logreg,fixed_anchor,8.0,,0.005124919923126201,0.5822831727205338,0.0158311345646438
eeg-eye-state,0,logreg,selective_distill,8.0,,0.06149903907751442,0.5963676797627873,0.1266490765171504
eeg-eye-state,0,logreg,projected_gd,,0.0,0.004484304932735426,0.58117123795404,0.012313104661389622
