dataset,method,param,nfr_mean,nfr_std,acc_mean,acc_std
electricity,fixed_anchor,0.5,0.024528289381175742,0.00388021439184349,0.7830227997058102,0.029522895934484688
electricity,fixed_anchor,1.0,0.020036125900357367,0.0036131820145875256,0.7818092669772003,0.029750623064488342
electricity,fixed_anchor,2.0,0.01643491691083693,0.00424437994680894,0.7800686442755576,0.03008809311586515
electricity,fixed_anchor,4.0,0.013943634343861944,0.0057518106027181605,0.7778131895072321,0.029304641036043483
electricity,fixed_anchor,8.0,0.011873964715197157,0.006824354901899687,0.7767099779357686,0.029391393369914125
electricity,selective_distill,0.0,0.03687866695877981,0.006494780180898022,0.7838318215248835,0.02803035635892148
electricity,selective_distill,0.5,0.03312302233410929,0.005372947736535168,0.7836234371169403,0.028590560378388294
electricity,selective_distill,1.0,0.03022474437248069,0.00540308559213664,0.7834886001470949,0.02857451215258033
electricity,selective_distill,2.0,0.025642421529924065,0.005310367914829128,0.7830840892375582,0.028849092475770752
electricity,selective_distill,4.0,0.020692546507385494,0.00444351274805223,0.7813557244422653,0.029302695412521975
electricity,selective_distill,8.0,0.0151367730630736,0.004904288847423983,0.7787938220151999,0.029082351756999022
electricity,projected_gd,0.0,0.000620149635043586,0.0007351793743437918,0.7702500612895318,0.025515888707280974
electricity,projected_gd,0.005,0.005377435278902896,0.0019844109880322487,0.7717455258641824,0.02515831882705443
electricity,projected_gd,0.01,0.0102449140936498,0.0027698921096144177,0.7738171120372641,0.024572800208982302
electricity,projected_gd,0.015,0.014729902431256792,0.0025082223948468293,0.7756680558960529,0.0242805201129496
electricity,projected_gd,0.02,0.01956713331484273,0.003738429518452004,0.7780828634469233,0.024855804850488487
electricity,projected_gd,0.025,0.024431508703014894,0.003018907817384314,0.7796763912723705,0.025054899373727763
electricity,projected_gd,0.03,0.029520573610891943,0.0025155771535032958,0.7830595734248591,0.027079266048261934
electricity,bcwi,0.0,0.001001712600041203,0.0012238258702039033,0.7704216719784261,0.025068439123828546
electricity,bcwi,0.005,0.004160664412008594,0.0035656013254955978,0.7715371414562393,0.0239575649874915
electricity,bcwi,0.01,0.0068440526096343515,0.005746483101644451,0.7721010051483208,0.023162059273461023
electricity,bcwi,0.015,0.008749149853217345,0.008082733769928687,0.7726893846531012,0.02254886214051772
electricity,bcwi,0.02,0.012455864963099162,0.010596902886669344,0.7727751899975484,0.021360986020935155
electricity,bcwi,0.025,0.013512842667475707,0.010928136587301343,0.7732042167197843,0.020894830982779923
electricity,bcwi,0.03,0.014911362375153683,0.012747236669704749,0.7734861485658249,0.02063413830963836
heart-c,baseline,,0.23174732428203865,0.1907286587307047,0.7145454545454546,0.12943332024385387
heart-c,confidence_drop,0.0,0.23647346738129404,0.22298565319659727,0.6981818181818181,0.16198946785249083
heart-c,confidence_drop,0.5,0.2326273135351402,0.2204639659736393,0.7018181818181818,0.16085172749123525
heart-c,confidence_drop,1.0,0.23020092568817846,0.225133416442289,0.7036363636363637,0.16331056230767454
heart-c,confidence_drop,2.0,0.226823450884695,0.2222203368384367,0.7127272727272727,0.16725515937610028
heart-c,confidence_drop,4.0,0.2347427055430801,0.21878393070042806,0.7090909090909091,0.16861124537264918
heart-c,confidence_drop,8.0,0.25519930436135496,0.2357511719367335,0.6963636363636364,0.18542879599414536
heart-c,fixed_anchor,0.0,0.2379820711897675,0.20751835036894267,0.7181818181818181,0.14777194351801953
heart-c,fixed_anchor,0.5,0.22236842923638842,0.19287366346045856,0.7218181818181819,0.13056351694069393
heart-c,fixed_anchor,1.0,0.22146820418012436,0.1862621742634143,0.7181818181818181,0.12748899374522807
heart-c,fixed_anchor,2.0,0.229244366970822,0.18351820258721127,0.7109090909090909,0.1323517588188484
heart-c,fixed_anchor,4.0,0.2396448394293622,0.18094576467500734,0.6963636363636364,0.1392753118414085
heart-c,fixed_anchor,8.0,0.24646991526353812,0.17606845159063098,0.6909090909090908,0.14005115161565265
heart-c,selective_distill,0.0,0.20458688779817757,0.2061642435157124,0.7418181818181818,0.12473663716061029
heart-c,selective_distill,0.5,0.20365882193077905,0.21678434786425063,0.7381818181818182,0.13172584714566943
heart-c,selective_distill,1.0,0.2059844033261279,0.21446919684527443,0.7327272727272728,0.12800654253251856
heart-c,selective_distill,2.0,0.20836535570708029,0.21234367776425578,0.7181818181818181,0.1300561438416663
heart-c,selective_distill,4.0,0.2096427020706982,0.21968523561978245,0.7163636363636364,0.13665289186779414
heart-c,selective_distill,8.0,0.22136582515916264,0.22589836819765535,0.7072727272727274,0.1383226289462582
heart-c,projected_gd,0.0,0.05205631795957829,0.050635388743771624,0.7654545454545454,0.06934032598770218
heart-c,projected_gd,0.005,0.05205631795957829,0.050635388743771624,0.7654545454545454,0.06934032598770218
heart-c,projected_gd,0.01,0.05205631795957829,0.050635388743771624,0.7654545454545454,0.06934032598770218
heart-c,projected_gd,0.015,0.05205631795957829,0.050635388743771624,0.7654545454545454,0.06934032598770218
heart-c,projected_gd,0.02,0.05205631795957829,0.050635388743771624,0.7654545454545454,0.06934032598770218
heart-c,projected_gd,0.025,0.05205631795957829,0.050635388743771624,0.7654545454545454,0.06934032598770218
heart-c,projected_gd,0.03,0.05205631795957829,0.050635388743771624,0.7654545454545454,0.06934032598770218
heart-c,bcwi,0.0,0.09265964519647056,0.06321928099644884,0.7163636363636363,0.10712024773471858
heart-c,bcwi,0.005,0.09265964519647056,0.06321928099644884,0.7163636363636363,0.10712024773471858
heart-c,bcwi,0.01,0.09265964519647056,0.06321928099644884,0.7163636363636363,0.10712024773471858
heart-c,bcwi,0.015,0.09265964519647056,0.06321928099644884,0.7163636363636363,0.10712024773471858
heart-c,bcwi,0.02,0.09265964519647056,0.06321928099644884,0.7163636363636363,0.10712024773471858
heart-c,bcwi,0.025,0.09265964519647056,0.06321928099644884,0.7163636363636363,0.10712024773471858
heart-c,bcwi,0.03,0.09265964519647056,0.06321928099644884,0.7163636363636363,0.10712024773471858
heart-h,baseline,,0.24335119028167237,0.27375428907195454,0.6545454545454545,0.1431637795274875
heart-h,confidence_drop,0.0,0.2614844453675038,0.2829746141031947,0.650909090909091,0.14963684229828814
heart-h,confidence_drop,0.5,0.2605585194415779,0.2756311989776295,0.6581818181818182,0.14840443091358227
heart-h,confidence_drop,1.0,0.24557117184553462,0.27369697676063687,0.6636363636363637,0.15693342274210972
heart-h,confidence_drop,2.0,0.243370883101018,0.26034739131358997,0.6690909090909091,0.15517992164197042
heart-h,confidence_drop,4.0,0.2505625557389149,0.26801074325170643,0.6690909090909091,0.15635893814882038
heart-h,confidence_drop,8.0,0.27507864033351287,0.29782373302770276,0.649090909090909,0.16443129026881534
heart-h,fixed_anchor,0.0,0.2760429252222829,0.29397780040692617,0.6690909090909092,0.13410246483335111
heart-h,fixed_anchor,0.5,0.2559491301284878,0.2660649058143375,0.6690909090909092,0.13437608777615115
heart-h,fixed_anchor,1.0,0.2516013040415313,0.2690767714617001,0.6709090909090909,0.13858792000116008
heart-h,fixed_anchor,2.0,0.2516013040415313,0.2690767714617001,0.6690909090909091,0.13788378279330787
heart-h,fixed_anchor,4.0,0.2516013040415313,0.2690767714617001,0.6709090909090909,0.13858792000116008
heart-h,fixed_anchor,8.0,0.24789760033782762,0.26807982309825334,0.6709090909090909,0.13858792000116008
heart-h,selective_distill,0.0,0.23265253528016885,0.2301742816283053,0.6945454545454546,0.06459593985199627
heart-h,selective_distill,0.5,0.22894883157646512,0.22395290693993017,0.6909090909090908,0.06470956516382616
heart-h,selective_distill,1.0,0.2233266426709179,0.2228953225162438,0.6927272727272727,0.06552745658557825
heart-h,selective_distill,2.0,0.2196229389672142,0.21699102439073165,0.6963636363636364,0.06242718439669379
heart-h,selective_distill,4.0,0.20837955272382797,0.20011513970336642,0.7018181818181818,0.05698259041717897
heart-h,selective_distill,8.0,0.20546270306784783,0.2099288434768013,0.7054545454545454,0.06516208511862116
heart-h,projected_gd,0.0,0.06432355185628488,0.050541155329644934,0.7254545454545454,0.13964404440155254
heart-h,projected_gd,0.005,0.06432355185628488,0.050541155329644934,0.7254545454545454,0.13964404440155254
heart-h,projected_gd,0.01,0.06432355185628488,0.050541155329644934,0.7254545454545454,0.13964404440155254
heart-h,projected_gd,0.015,0.06432355185628488,0.050541155329644934,0.7254545454545454,0.13964404440155254
heart-h,projected_gd,0.02,0.06432355185628488,0.050541155329644934,0.7254545454545454,0.13964404440155254
heart-h,projected_gd,0.025,0.06432355185628488,0.050541155329644934,0.7254545454545454,0.13964404440155254
heart-h,projected_gd,0.03,0.06432355185628488,0.050541155329644934,0.7254545454545454,0.13964404440155254
heart-h,bcwi,0.0,0.0801157625409973,0.09199432137867565,0.6636363636363637,0.13340218607912208
heart-h,bcwi,0.005,0.0801157625409973,0.09199432137867565,0.6636363636363637,0.13340218607912208
heart-h,bcwi,0.01,0.0801157625409973,0.09199432137867565,0.6636363636363637,0.13340218607912208
heart-h,bcwi,0.015,0.0801157625409973,0.09199432137867565,0.6636363636363637,0.13340218607912208
heart-h,bcwi,0.02,0.0801157625409973,0.09199432137867565,0.6636363636363637,0.13340218607912208
heart-h,bcwi,0.025,0.0801157625409973,0.09199432137867565,0.6636363636363637,0.13340218607912208
heart-h,bcwi,0.03,0.0801157625409973,0.09199432137867565,0.6636363636363637,0.13340218607912208
heart-statlog,baseline,,0.2587078387579693,0.25909235022207844,0.7040816326530612,0.22006566149145323
heart-statlog,confidence_drop,0.0,0.23469310727046108,0.2471281568976883,0.710204081632653,0.20584274145077083
heart-statlog,confidence_drop,0.5,0.23500180584616864,0.25250827231311745,0.7081632653061224,0.20968498085965026
heart-statlog,confidence_drop,1.0,0.2327290785734414,0.2544983101614523,0.7081632653061224,0.21100501266225033
heart-statlog,confidence_drop,2.0,0.23796306872122464,0.2642143254534266,0.7061224489795919,0.21836628732232793
heart-statlog,confidence_drop,4.0,0.24962152520726733,0.26273519614440205,0.6979591836734695,0.21615104335494423
heart-statlog,confidence_drop,8.0,0.26084207265739734,0.2542321244266518,0.683673469387755,0.20994965118382264
heart-statlog,fixed_anchor,0.0,0.3047652698473822,0.35727357783273056,0.7040816326530612,0.23353256998329078
heart-statlog,fixed_anchor,0.5,0.2830128117791346,0.34348180908080367,0.7020408163265306,0.24341957396786792
heart-statlog,fixed_anchor,1.0,0.27532050408682696,0.3300683666724354,0.7040816326530612,0.2415205506949215
heart-statlog,fixed_anchor,2.0,0.275571130653243,0.33287579045331156,0.7020408163265306,0.24681787111583284
heart-statlog,fixed_anchor,4.0,0.2778438579259702,0.3310301430097185,0.7020408163265306,0.24737971539193374
heart-statlog,fixed_anchor,8.0,0.2754048335357263,0.33298945908573724,0.7040816326530612,0.24869505320314161
heart-statlog,selective_distill,0.0,0.2508479506122373,0.2850676725822804,0.753061224489796,0.14793376902692232
heart-statlog,selective_distill,0.5,0.2460860458503325,0.28877145477043265,0.7530612244897961,0.15376256553003545
heart-statlog,selective_distill,1.0,0.2485250702405764,0.28678709564309873,0.7448979591836735,0.1512745303261026
heart-statlog,selective_distill,2.0,0.2485250702405764,0.28678709564309873,0.7408163265306124,0.153943038086907
heart-statlog,selective_distill,4.0,0.2444666286821348,0.28156416626699077,0.736734693877551,0.14477175047076668
heart-statlog,selective_distill,8.0,0.2428040671057802,0.29029821604015693,0.7387755102040817,0.15625540853242834
heart-statlog,projected_gd,0.0,0.023564419880652006,0.021676740521929562,0.763265306122449,0.17215051524230351
heart-statlog,projected_gd,0.005,0.023564419880652006,0.021676740521929562,0.763265306122449,0.17215051524230351
heart-statlog,projected_gd,0.01,0.023564419880652006,0.021676740521929562,0.763265306122449,0.17215051524230351
heart-statlog,projected_gd,0.015,0.023564419880652006,0.021676740521929562,0.763265306122449,0.17215051524230351
heart-statlog,projected_gd,0.02,0.023564419880652006,0.021676740521929562,0.763265306122449,0.17215051524230351
heart-statlog,projected_gd,0.025,0.023564419880652006,0.021676740521929562,0.763265306122449,0.17215051524230351
heart-statlog,projected_gd,0.03,0.023564419880652006,0.021676740521929562,0.763265306122449,0.17215051524230351
heart-statlog,bcwi,0.0,0.049956564321576934,0.05674913616756138,0.7448979591836735,0.19722025869828874
heart-statlog,bcwi,0.005,0.049956564321576934,0.05674913616756138,0.7448979591836735,0.19722025869828874
heart-statlog,bcwi,0.01,0.049956564321576934,0.05674913616756138,0.7448979591836735,0.19722025869828874
heart-statlog,bcwi,0.015,0.049956564321576934,0.05674913616756138,0.7448979591836735,0.19722025869828874
heart-statlog,bcwi,0.02,0.049956564321576934,0.05674913616756138,0.7448979591836735,0.19722025869828874
heart-statlog,bcwi,0.025,0.049956564321576934,0.05674913616756138,0.7448979591836735,0.19722025869828874
heart-statlog,bcwi,0.03,0.049956564321576934,0.05674913616756138,0.7448979591836735,0.19722025869828874
hepatitis,baseline,,0.15396378983335507,0.2403434154084196,0.7344827586206897,0.16739831480230735
hepatitis,confidence_drop,0.0,0.21236480910393954,0.2699776110659568,0.7,0.19577381855121195
hepatitis,confidence_drop,0.5,0.22486480910393952,0.29178912621036984,0.6965517241379311,0.21917584251132005
hepatitis,confidence_drop,1.0,0.23351865525778565,0.31456586586847646,0.689655172413793,0.23779495247789884
hepatitis,confidence_drop,2.0,0.24679505277331365,0.32428534847183554,0.6827586206896551,0.24534239759918638
hepatitis,confidence_drop,4.0,0.2635035254600472,0.3247343966428334,0.6724137931034483,0.24612198971682595
hepatitis,confidence_drop,8.0,0.2815418277374799,0.34302387307873267,0.6517241379310345,0.25518794609453266
hepatitis,fixed_anchor,0.0,0.13489445337271425,0.18901072225100626,0.7517241379310345,0.1764283572813783
hepatitis,fixed_anchor,0.5,0.1307277867060476,0.19173388976452851,0.7517241379310345,0.1764283572813783
hepatitis,fixed_anchor,1.0,0.13489445337271425,0.18901072225100626,0.7482758620689655,0.16896942680597002
hepatitis,fixed_anchor,2.0,0.13581020428846519,0.20311408133587655,0.7482758620689655,0.18177643979698307
hepatitis,fixed_anchor,4.0,0.14057210905036993,0.21586039665287468,0.7413793103448276,0.19455529746908917
hepatitis,fixed_anchor,8.0,0.14057210905036993,0.21586039665287468,0.7413793103448276,0.19455529746908917
hepatitis,selective_distill,0.0,0.14909782246738768,0.23145691870538188,0.7482758620689656,0.20240984415919894
hepatitis,selective_distill,0.5,0.14909782246738768,0.23145691870538188,0.7448275862068966,0.2005409516097875
hepatitis,selective_distill,1.0,0.14909782246738768,0.23145691870538188,0.7379310344827587,0.198554693164958
hepatitis,selective_distill,2.0,0.14909782246738768,0.23145691870538188,0.7344827586206897,0.1964475088372609
hepatitis,selective_distill,4.0,0.14909782246738768,0.23145691870538188,0.7310344827586206,0.19492843150069036
hepatitis,selective_distill,8.0,0.14909782246738768,0.23145691870538188,0.7310344827586206,0.19492843150069036
hepatitis,projected_gd,0.0,0.05365190365190366,0.06361718081137628,0.8344827586206897,0.06662701952271005
hepatitis,projected_gd,0.005,0.05365190365190366,0.06361718081137628,0.8344827586206897,0.06662701952271005
hepatitis,projected_gd,0.01,0.05365190365190366,0.06361718081137628,0.8344827586206897,0.06662701952271005
hepatitis,projected_gd,0.015,0.05365190365190366,0.06361718081137628,0.8344827586206897,0.06662701952271005
hepatitis,projected_gd,0.02,0.05365190365190366,0.06361718081137628,0.8344827586206897,0.06662701952271005
hepatitis,projected_gd,0.025,0.05365190365190366,0.06361718081137628,0.8344827586206897,0.06662701952271005
hepatitis,projected_gd,0.03,0.05365190365190366,0.06361718081137628,0.8344827586206897,0.06662701952271005
hepatitis,bcwi,0.0,0.026190476190476188,0.0374574588632197,0.8206896551724137,0.06461365205772504
hepatitis,bcwi,0.005,0.026190476190476188,0.0374574588632197,0.8206896551724137,0.06461365205772504
hepatitis,bcwi,0.01,0.026190476190476188,0.0374574588632197,0.8206896551724137,0.06461365205772504
hepatitis,bcwi,0.015,0.026190476190476188,0.0374574588632197,0.8206896551724137,0.06461365205772504
hepatitis,bcwi,0.02,0.026190476190476188,0.0374574588632197,0.8206896551724137,0.06461365205772504
hepatitis,bcwi,0.025,0.026190476190476188,0.0374574588632197,0.8206896551724137,0.06461365205772504
hepatitis,bcwi,0.03,0.026190476190476188,0.0374574588632197,0.8206896551724137,0.06461365205772504
hill-valley,baseline,,0.22896577436080423,0.26401312129103216,0.5063636363636363,0.024166547924093194
hill-valley,confidence_drop,0.0,0.19276880686256193,0.27198758929520955,0.5031818181818182,0.01701428125894521
hill-valley,confidence_drop,0.5,0.21344709715009252,0.28362530847680434,0.5018181818181817,0.017953106961937713
hill-valley,confidence_drop,1.0,0.2212595185593839,0.26696467131903484,0.5118181818181818,0.02669420066126695
hill-valley,confidence_drop,2.0,0.2459781468706644,0.2926193261037439,0.5022727272727272,0.019195241605030177
hill-valley,confidence_drop,4.0,0.2237368611594873,0.30606722767457645,0.5004545454545455,0.02049098885915657
hill-valley,confidence_drop,8.0,0.21672831954896205,0.2896324814819733,0.4968181818181819,0.016184485082698877
hill-valley,fixed_anchor,0.0,0.19448609203960013,0.2922182992522286,0.5059090909090909,0.024529549654330407
hill-valley,fixed_anchor,0.5,0.027494678429976216,0.025393972733519718,0.494090909090909,0.01674225284431669
hill-valley,fixed_anchor,1.0,0.0333960198606875,0.03601473869862833,0.4918181818181818,0.014501195289703502
hill-valley,fixed_anchor,2.0,0.02871983736391493,0.03323145574318624,0.49000000000000005,0.01711517726841566
hill-valley,fixed_anchor,4.0,0.030398223686462646,0.034910091974187984,0.4872727272727272,0.016707937881321463
hill-valley,fixed_anchor,8.0,0.02755896775644338,0.03681654566669414,0.4909090909090909,0.01617739129095652
hill-valley,selective_distill,0.0,0.19824191715050934,0.2512413002433906,0.5122727272727271,0.023477515961856158
hill-valley,selective_distill,0.5,0.16954626766694836,0.26489910261935184,0.51,0.019379729642811483
hill-valley,selective_distill,1.0,0.16985095740009054,0.26774278101086074,0.505909090909091,0.02110905697802195
hill-valley,selective_distill,2.0,0.10624609958971976,0.20122017571083511,0.49909090909090914,0.016430838438455688
hill-valley,selective_distill,4.0,0.1460837377054846,0.23824241536869956,0.5013636363636363,0.023083073513470484
hill-valley,selective_distill,8.0,0.04351979992628325,0.047238780843190706,0.49499999999999994,0.01759794837361769
hill-valley,projected_gd,0.0,0.016643125102039795,0.017141793392568022,0.48454545454545456,0.018826938869101893
hill-valley,projected_gd,0.005,0.016643125102039795,0.017141793392568022,0.48454545454545456,0.018826938869101893
hill-valley,projected_gd,0.01,0.016643125102039795,0.017141793392568022,0.48454545454545456,0.018826938869101893
hill-valley,projected_gd,0.015,0.016643125102039795,0.017141793392568022,0.48454545454545456,0.018826938869101893
hill-valley,projected_gd,0.02,0.016643125102039795,0.017141793392568022,0.48454545454545456,0.018826938869101893
hill-valley,projected_gd,0.025,0.016643125102039795,0.017141793392568022,0.48454545454545456,0.018826938869101893
hill-valley,projected_gd,0.03,0.01945837964422364,0.020397084040560096,0.49045454545454553,0.014914817820999645
hill-valley,bcwi,0.0,0.03337185588669668,0.03587415966265836,0.4913636363636364,0.027310579792363267
hill-valley,bcwi,0.005,0.03337185588669668,0.03587415966265836,0.4913636363636364,0.027310579792363267
hill-valley,bcwi,0.01,0.03337185588669668,0.03587415966265836,0.4913636363636364,0.027310579792363267
hill-valley,bcwi,0.015,0.03337185588669668,0.03587415966265836,0.4913636363636364,0.027310579792363267
hill-valley,bcwi,0.02,0.03337185588669668,0.03587415966265836,0.4913636363636364,0.027310579792363267
hill-valley,bcwi,0.025,0.03704158065733888,0.03806235035143685,0.4904545454545454,0.024845713075268127
hill-valley,bcwi,0.03,0.04782589438282908,0.0394103484326484,0.4927272727272728,0.024729946379519
ilpd,baseline,,0.20912071760042722,0.23372768717238293,0.6533333333333333,0.10989814107133361
ilpd,confidence_drop,0.0,0.22757422606557007,0.257067425545635,0.6361904761904762,0.12061821103990525
ilpd,confidence_drop,0.5,0.22858291308468154,0.2645839361372924,0.6314285714285715,0.12172026382384503
ilpd,confidence_drop,1.0,0.23009806459983304,0.26778107921677907,0.6304761904761904,0.12391529873168675
ilpd,confidence_drop,2.0,0.23543139793316636,0.27409985283574845,0.6266666666666667,0.12415905078430797
ilpd,confidence_drop,4.0,0.24379503429680272,0.286978413831731,0.621904761904762,0.1283301675258134
ilpd,confidence_drop,8.0,0.2473575342968027,0.28951919105787155,0.6152380952380951,0.1310615225797878
ilpd,fixed_anchor,0.0,0.27873817615845725,0.2874095338818964,0.6295238095238095,0.11344043669810377
ilpd,fixed_anchor,0.5,0.25450246226223516,0.267532688125084,0.6247619047619047,0.1131513366854373
ilpd,fixed_anchor,1.0,0.2449964518603759,0.2508056145239017,0.6247619047619047,0.10888472387795423
ilpd,fixed_anchor,2.0,0.238671579909294,0.25234553298774304,0.6171428571428572,0.11722842833191562
ilpd,fixed_anchor,4.0,0.23589060560933234,0.25161680872525616,0.6123809523809524,0.11827687005250855
ilpd,fixed_anchor,8.0,0.23722393894266566,0.25347507603223696,0.6085714285714285,0.11941319530057039
ilpd,selective_distill,0.0,0.2664036201553886,0.2862208796973076,0.6180952380952381,0.12133879864428108
ilpd,selective_distill,0.5,0.26023695348872194,0.2891446361193358,0.6171428571428572,0.11714242697903555
ilpd,selective_distill,1.0,0.25795463664944307,0.2943514998294312,0.6152380952380953,0.11905396808466513
ilpd,selective_distill,2.0,0.24964673870123422,0.28812290391452844,0.6142857142857143,0.12395189209748976
ilpd,selective_distill,4.0,0.24020188576005777,0.27748772526794735,0.6152380952380951,0.12362216185412112
ilpd,selective_distill,8.0,0.23893395186037591,0.28035396023685893,0.6076190476190476,0.13792545665996606
ilpd,projected_gd,0.0,0.03023303445850914,0.031488671533926336,0.6514285714285715,0.12556348177979196
ilpd,projected_gd,0.005,0.03023303445850914,0.031488671533926336,0.6514285714285715,0.12556348177979196
ilpd,projected_gd,0.01,0.03023303445850914,0.031488671533926336,0.6514285714285715,0.12556348177979196
ilpd,projected_gd,0.015,0.03023303445850914,0.031488671533926336,0.6514285714285715,0.12556348177979196
ilpd,projected_gd,0.02,0.03023303445850914,0.031488671533926336,0.6514285714285715,0.12556348177979196
ilpd,projected_gd,0.025,0.03023303445850914,0.031488671533926336,0.6514285714285715,0.12556348177979196
ilpd,projected_gd,0.03,0.03023303445850914,0.031488671533926336,0.6514285714285715,0.12556348177979196
ilpd,bcwi,0.0,0.009427478902953586,0.017766180149079384,0.6333333333333332,0.13312531013499526
ilpd,bcwi,0.005,0.009427478902953586,0.017766180149079384,0.6333333333333332,0.13312531013499526
ilpd,bcwi,0.01,0.009427478902953586,0.017766180149079384,0.6333333333333332,0.13312531013499526
ilpd,bcwi,0.015,0.009427478902953586,0.017766180149079384,0.6333333333333332,0.13312531013499526
ilpd,bcwi,0.02,0.009427478902953586,0.017766180149079384,0.6333333333333332,0.13312531013499526
ilpd,bcwi,0.025,0.009427478902953586,0.017766180149079384,0.6333333333333332,0.13312531013499526
ilpd,bcwi,0.03,0.009427478902953586,0.017766180149079384,0.6333333333333332,0.13312531013499526
ionosphere,baseline,,0.19513077100973833,0.22923799576505993,0.7828125,0.1809399287401761
ionosphere,confidence_drop,0.0,0.2480346388972161,0.24396520607609587,0.7375,0.21281634949202355
ionosphere,confidence_drop,0.5,0.250777958379666,0.2476173453471276,0.740625,0.2167818203606771
ionosphere,confidence_drop,1.0,0.24738812787119144,0.2609169589023666,0.740625,0.22871641374563972
ionosphere,confidence_drop,2.0,0.26135636588880307,0.27758514325712363,0.73125,0.23933410950431244
ionosphere,confidence_drop,4.0,0.27625408464429635,0.2863534996093551,0.7203125,0.24367542484545113
ionosphere,confidence_drop,8.0,0.2918481116401224,0.30915730600572877,0.7046875,0.26480162418990394
ionosphere,fixed_anchor,0.0,0.2109682434078287,0.23818998564616517,0.78125,0.17399263633843817
ionosphere,fixed_anchor,0.5,0.18981261937084873,0.2180518675970429,0.784375,0.17613101775856138
ionosphere,fixed_anchor,1.0,0.1838586862982716,0.21456388065785967,0.7859375,0.17415626214935062
ionosphere,fixed_anchor,2.0,0.18481828225786756,0.21739670134319908,0.7828125,0.1768457352115114
ionosphere,fixed_anchor,4.0,0.1899980459969533,0.21325138497558635,0.771875,0.17526641427330628
ionosphere,fixed_anchor,8.0,0.19386687429466887,0.2111000712292618,0.7640625,0.17249729516800483
ionosphere,selective_distill,0.0,0.15899829598060994,0.18557946267770786,0.775,0.20268381574922717
ionosphere,selective_distill,0.5,0.14642253840485234,0.16336763858612863,0.78125,0.1948779888944761
ionosphere,selective_distill,1.0,0.14702640313915186,0.16215388875993716,0.7796875,0.19298263136081562
ionosphere,selective_distill,2.0,0.14702640313915186,0.16215388875993716,0.78125,0.19681712112178315
ionosphere,selective_distill,4.0,0.1513146436342889,0.16215233511918845,0.7765625,0.19460636239527787
ionosphere,selective_distill,8.0,0.1577065285854959,0.17189045704159348,0.7703125,0.20359853990485513
ionosphere,projected_gd,0.0,0.03522891817494516,0.033125147227696994,0.8671875,0.07556571941951515
ionosphere,projected_gd,0.005,0.03522891817494516,0.033125147227696994,0.8671875,0.07556571941951515
ionosphere,projected_gd,0.01,0.03522891817494516,0.033125147227696994,0.8671875,0.07556571941951515
ionosphere,projected_gd,0.015,0.03522891817494516,0.033125147227696994,0.8671875,0.07556571941951515
ionosphere,projected_gd,0.02,0.03522891817494516,0.033125147227696994,0.8671875,0.07556571941951515
ionosphere,projected_gd,0.025,0.03522891817494516,0.033125147227696994,0.8671875,0.07556571941951515
ionosphere,projected_gd,0.03,0.03522891817494516,0.033125147227696994,0.8671875,0.07556571941951515
ionosphere,bcwi,0.0,0.05902667409134514,0.07887173860569072,0.8171875,0.12737543274923763
ionosphere,bcwi,0.005,0.05902667409134514,0.07887173860569072,0.8171875,0.12737543274923763
ionosphere,bcwi,0.01,0.05902667409134514,0.07887173860569072,0.8171875,0.12737543274923763
ionosphere,bcwi,0.015,0.05902667409134514,0.07887173860569072,0.8171875,0.12737543274923763
ionosphere,bcwi,0.02,0.05902667409134514,0.07887173860569072,0.8171875,0.12737543274923763
ionosphere,bcwi,0.025,0.05902667409134514,0.07887173860569072,0.8171875,0.12737543274923763
ionosphere,bcwi,0.03,0.05902667409134514,0.07887173860569072,0.8171875,0.12737543274923763
kc1,baseline,,0.042336863103636865,0.03837286320897282,0.8089238845144358,0.04748327389140364
kc1,confidence_drop,0.0,0.040112689085365014,0.03579467152269598,0.8107611548556429,0.05562887398862221
kc1,confidence_drop,0.5,0.042420792243192396,0.04084699389497903,0.8073490813648293,0.06258006569709482
kc1,confidence_drop,1.0,0.04413962244312046,0.045435625253498195,0.804199475065617,0.06751072510560746
kc1,confidence_drop,2.0,0.04625517594139844,0.04957232033692174,0.8031496062992126,0.06998031410611102
kc1,confidence_drop,4.0,0.04660816956854707,0.047757617855887426,0.8018372703412073,0.06948912182880021
kc1,confidence_drop,8.0,0.04847869208518023,0.04820887891313936,0.8007874015748031,0.06854867255426708
kc1,fixed_anchor,0.0,0.03470039360285217,0.026630128259024183,0.8076115485564305,0.05035069736067652
kc1,fixed_anchor,0.5,0.03087692455174405,0.025423613114540004,0.8076115485564304,0.052040183752590875
kc1,fixed_anchor,1.0,0.029386612600717805,0.023383624457876968,0.8086614173228346,0.05000595089233919
kc1,fixed_anchor,2.0,0.02966310336498586,0.02234154201676816,0.8081364829396325,0.04986799895036545
kc1,fixed_anchor,4.0,0.027696933580891973,0.02337578810215264,0.8089238845144358,0.05004190906336719
kc1,fixed_anchor,8.0,0.027287612481915708,0.023527907898887066,0.8083989501312334,0.05131365983767341
kc1,selective_distill,0.0,0.03533773577770809,0.028369207824425473,0.8202099737532809,0.03442780817139283
kc1,selective_distill,0.5,0.03587684188956962,0.028843617577412942,0.8199475065616799,0.03502186243082205
kc1,selective_distill,1.0,0.03594946265184555,0.02958647495863964,0.8215223097112861,0.03517016840287278
kc1,selective_distill,2.0,0.03811563810183065,0.0315389448987187,0.8217847769028872,0.035569442593606594
