dataset,method,param,nfr_mean,nfr_std,acc_mean,acc_std
blood-transfusion,confidence_drop,0.5,0.16462643386385226,0.2849178023779344,0.6844444444444444,0.15648166410976266
blood-transfusion,confidence_drop,1.0,0.1620353334000086,0.2921265015596243,0.6829629629629629,0.15766935357626075
blood-transfusion,confidence_drop,2.0,0.16400987760365499,0.29414137417612124,0.6762962962962964,0.15806519542638772
blood-transfusion,confidence_drop,4.0,0.16516077962285391,0.29669972955589463,0.6733333333333332,0.16094712812637013
blood-transfusion,confidence_drop,8.0,0.16937130593864339,0.3065143508009181,0.6681481481481482,0.16459341489499113
blood-transfusion,fixed_anchor,0.0,0.28479399483494905,0.3084021735428144,0.6637037037037038,0.18328905812799284
blood-transfusion,fixed_anchor,0.5,0.25156601135806145,0.2751232194680703,0.6777777777777778,0.15687273025590645
blood-transfusion,fixed_anchor,1.0,0.24591301917205036,0.2719856377605145,0.6748148148148149,0.15310433985118807
blood-transfusion,fixed_anchor,2.0,0.23794684443607367,0.2699902457253157,0.674074074074074,0.15292703770076072
blood-transfusion,fixed_anchor,4.0,0.2319510893175754,0.26950368759685084,0.6755555555555556,0.15167810998097686
blood-transfusion,fixed_anchor,8.0,0.23043593780242383,0.26834259612909406,0.6740740740740739,0.150394492176208
blood-transfusion,selective_distill,0.0,0.23174565153892157,0.29206423310235613,0.6525925925925927,0.18326410963969508
blood-transfusion,selective_distill,0.5,0.21629007680703105,0.28080985360886107,0.6599999999999999,0.1793296464197931
blood-transfusion,selective_distill,1.0,0.21100755124148657,0.2814571115152817,0.6607407407407407,0.17835297893148774
blood-transfusion,selective_distill,2.0,0.2054852780097239,0.27688019915971507,0.6614814814814814,0.17846403895241036
blood-transfusion,selective_distill,4.0,0.20050333750798144,0.2742174047764406,0.6585185185185185,0.17600106690729814
blood-transfusion,selective_distill,8.0,0.19956453774565228,0.27171571115868026,0.6525925925925926,0.17555017268752637
blood-transfusion,projected_gd,0.0,0.01560983216160769,0.017819914511235803,0.7496296296296296,0.07247660171439933
blood-transfusion,projected_gd,0.005,0.01560983216160769,0.017819914511235803,0.7496296296296296,0.07247660171439933
blood-transfusion,projected_gd,0.01,0.01560983216160769,0.017819914511235803,0.7496296296296296,0.07247660171439933
blood-transfusion,projected_gd,0.015,0.01560983216160769,0.017819914511235803,0.7496296296296296,0.07247660171439933
blood-transfusion,projected_gd,0.02,0.01560983216160769,0.017819914511235803,0.7496296296296296,0.07247660171439933
blood-transfusion,projected_gd,0.025,0.01560983216160769,0.017819914511235803,0.7496296296296296,0.07247660171439933
blood-transfusion,projected_gd,0.03,0.02051179294592142,0.024523312710862628,0.7503703703703704,0.07283322843840902
blood-transfusion,bcwi,0.0,0.012933104097569323,0.013266857302040691,0.7340740740740742,0.09811203621708711
blood-transfusion,bcwi,0.005,0.012933104097569323,0.013266857302040691,0.7340740740740742,0.09811203621708711
blood-transfusion,bcwi,0.01,0.012933104097569323,0.013266857302040691,0.7340740740740742,0.09811203621708711
blood-transfusion,bcwi,0.015,0.012933104097569323,0.013266857302040691,0.7340740740740742,0.09811203621708711
blood-transfusion,bcwi,0.02,0.012933104097569323,0.013266857302040691,0.7340740740740742,0.09811203621708711
blood-transfusion,bcwi,0.025,0.012933104097569323,0.013266857302040691,0.7340740740740742,0.09811203621708711
