dataset,split,method,model_type,lambda,target_nfr,achieved_nfr,accuracy,pfr
ozone-level-8hr,0,fixed_anchor,logreg,8.0,,0.03723404255319149,0.849015317286652,0.32098765432098764
ozone-level-8hr,0,selective_distill,logreg,8.0,,0.005319148936170213,0.9387308533916849,0.6790123456790124
ozone-level-8hr,0,projected_gd,logreg,,0.0,0.0026595744680851063,0.8205689277899344,0.0
ozone-level-8hr,0,bcwi,logreg,,0.0,0.0026595744680851063,0.8227571115973742,0.012345679012345678
ozone-level-8hr,0,projected_gd,logreg,,0.005,0.0026595744680851063,0.8205689277899344,0.0
ozone-level-8hr,0,bcwi,logreg,,0.005,0.0026595744680851063,0.8227571115973742,0.012345679012345678
ozone-level-8hr,0,projected_gd,logreg,,0.01,0.005319148936170213,0.8205689277899344,0.012345679012345678
ozone-level-8hr,0,bcwi,logreg,,0.01,0.013297872340425532,0.8227571115973742,0.06172839506172839
ozone-level-8hr,0,projected_gd,logreg,,0.015,0.005319148936170213,0.8205689277899344,0.012345679012345678
ozone-level-8hr,0,bcwi,logreg,,0.015,0.013297872340425532,0.8227571115973742,0.06172839506172839
ozone-level-8hr,0,projected_gd,logreg,,0.02,0.015957446808510637,0.811816192560175,0.012345679012345678
ozone-level-8hr,0,bcwi,logreg,,0.02,0.023936170212765957,0.8293216630196937,0.14814814814814814
ozone-level-8hr,0,projected_gd,logreg,,0.025,0.02127659574468085,0.811816192560175,0.037037037037037035
ozone-level-8hr,0,bcwi,logreg,,0.025,0.0797872340425532,0.8205689277899344,0.35802469135802467
ozone-level-8hr,0,projected_gd,logreg,,0.03,0.02127659574468085,0.811816192560175,0.037037037037037035
ozone-level-8hr,0,bcwi,logreg,,0.03,0.0797872340425532,0.8205689277899344,0.35802469135802467
ozone-level-8hr,1,baseline,logreg,,,0.1885245901639344,0.7549234135667396,0.5274725274725275
ozone-level-8hr,1,confidence_drop,logreg,0.0,,0.10109289617486339,0.8577680525164114,0.6923076923076923
ozone-level-8hr,1,fixed_anchor,logreg,0.0,,0.11475409836065574,0.8512035010940919,0.7142857142857143
ozone-level-8hr,1,selective_distill,logreg,0.0,,0.1557377049180328,0.7986870897155361,0.6153846153846154
ozone-level-8hr,1,confidence_drop,logreg,0.5,,0.08196721311475409,0.87527352297593,0.7032967032967034
ozone-level-8hr,1,fixed_anchor,logreg,0.5,,0.06830601092896176,0.87527352297593,0.6483516483516484
ozone-level-8hr,1,selective_distill,logreg,0.5,,0.12295081967213115,0.824945295404814,0.6153846153846154
ozone-level-8hr,1,confidence_drop,logreg,1.0,,0.06557377049180328,0.8971553610503282,0.7472527472527473
ozone-level-8hr,1,fixed_anchor,logreg,1.0,,0.05737704918032787,0.8774617067833698,0.6153846153846154
ozone-level-8hr,1,selective_distill,logreg,1.0,,0.10655737704918032,0.8402625820568927,0.6263736263736264
ozone-level-8hr,1,confidence_drop,logreg,2.0,,0.06557377049180328,0.9080962800875274,0.8021978021978022
ozone-level-8hr,1,fixed_anchor,logreg,2.0,,0.04371584699453552,0.8796498905908097,0.5714285714285714
ozone-level-8hr,1,selective_distill,logreg,2.0,,0.08469945355191257,0.8643326039387309,0.6593406593406593
ozone-level-8hr,1,confidence_drop,logreg,4.0,,0.08743169398907104,0.8862144420131292,0.7802197802197802
ozone-level-8hr,1,fixed_anchor,logreg,4.0,,0.04371584699453552,0.8687089715536105,0.5164835164835165
ozone-level-8hr,1,selective_distill,logreg,4.0,,0.060109289617486336,0.8774617067833698,0.6263736263736264
ozone-level-8hr,1,confidence_drop,logreg,8.0,,0.07377049180327869,0.8971553610503282,0.7802197802197802
ozone-level-8hr,1,fixed_anchor,logreg,8.0,,0.04644808743169399,0.8555798687089715,0.46153846153846156
ozone-level-8hr,1,selective_distill,logreg,8.0,,0.0273224043715847,0.8905908096280087,0.5604395604395604
ozone-level-8hr,1,projected_gd,logreg,,0.0,0.00273224043715847,0.8030634573304157,0.02197802197802198
ozone-level-8hr,1,bcwi,logreg,,0.0,0.0,0.8161925601750547,0.07692307692307693
ozone-level-8hr,1,projected_gd,logreg,,0.005,0.00273224043715847,0.8030634573304157,0.02197802197802198
ozone-level-8hr,1,bcwi,logreg,,0.005,0.0,0.8161925601750547,0.07692307692307693
ozone-level-8hr,1,projected_gd,logreg,,0.01,0.02459016393442623,0.8008752735229759,0.0989010989010989
ozone-level-8hr,1,bcwi,logreg,,0.01,0.00546448087431694,0.8468271334792122,0.25274725274725274
ozone-level-8hr,1,projected_gd,logreg,,0.015,0.02459016393442623,0.8008752735229759,0.0989010989010989
ozone-level-8hr,1,bcwi,logreg,,0.015,0.00546448087431694,0.8468271334792122,0.25274725274725274
ozone-level-8hr,1,projected_gd,logreg,,0.02,0.02459016393442623,0.8074398249452954,0.13186813186813187
ozone-level-8hr,1,bcwi,logreg,,0.02,0.00546448087431694,0.8599562363238512,0.31868131868131866
ozone-level-8hr,1,projected_gd,logreg,,0.025,0.02459016393442623,0.8074398249452954,0.13186813186813187
ozone-level-8hr,1,bcwi,logreg,,0.025,0.00546448087431694,0.8599562363238512,0.31868131868131866
ozone-level-8hr,1,projected_gd,logreg,,0.03,0.02459016393442623,0.8074398249452954,0.13186813186813187
ozone-level-8hr,1,bcwi,logreg,,0.03,0.00546448087431694,0.8599562363238512,0.31868131868131866
ozone-level-8hr,2,baseline,logreg,,,0.04460966542750929,0.8512035010940919,0.7021276595744681
ozone-level-8hr,2,confidence_drop,logreg,0.0,,0.055762081784386616,0.8577680525164114,0.7340425531914894
ozone-level-8hr,2,fixed_anchor,logreg,0.0,,0.07063197026022305,0.8227571115973742,0.6702127659574468
ozone-level-8hr,2,selective_distill,logreg,0.0,,0.07063197026022305,0.7614879649890591,0.5212765957446809
ozone-level-8hr,2,confidence_drop,logreg,0.5,,0.048327137546468404,0.8643326039387309,0.7393617021276596
ozone-level-8hr,2,fixed_anchor,logreg,0.5,,0.022304832713754646,0.7855579868708972,0.5106382978723404
ozone-level-8hr,2,selective_distill,logreg,0.5,,0.048327137546468404,0.7833698030634574,0.5425531914893617
ozone-level-8hr,2,confidence_drop,logreg,1.0,,0.048327137546468404,0.888402625820569,0.7978723404255319
ozone-level-8hr,2,fixed_anchor,logreg,1.0,,0.01486988847583643,0.7702407002188184,0.4627659574468085
ozone-level-8hr,2,selective_distill,logreg,1.0,,0.02973977695167286,0.7833698030634574,0.5159574468085106
ozone-level-8hr,2,confidence_drop,logreg,2.0,,0.055762081784386616,0.8468271334792122,0.7074468085106383
ozone-level-8hr,2,fixed_anchor,logreg,2.0,,0.03345724907063197,0.7330415754923414,0.39893617021276595
ozone-level-8hr,2,selective_distill,logreg,2.0,,0.026022304832713755,0.7921225382932167,0.5319148936170213
ozone-level-8hr,2,confidence_drop,logreg,4.0,,0.05204460966542751,0.8905908096280087,0.8085106382978723
ozone-level-8hr,2,fixed_anchor,logreg,4.0,,0.026022304832713755,0.7133479212253829,0.3404255319148936
ozone-level-8hr,2,selective_distill,logreg,4.0,,0.026022304832713755,0.7899343544857768,0.526595744680851
ozone-level-8hr,2,confidence_drop,logreg,8.0,,0.06319702602230483,0.8446389496717724,0.7127659574468085
ozone-level-8hr,2,fixed_anchor,logreg,8.0,,0.048327137546468404,0.6827133479212254,0.2978723404255319
ozone-level-8hr,2,selective_distill,logreg,8.0,,0.02973977695167286,0.7702407002188184,0.48404255319148937
ozone-level-8hr,2,projected_gd,logreg,,0.0,0.0,0.5886214442013129,0.0
ozone-level-8hr,2,bcwi,logreg,,0.0,0.0,0.5886214442013129,0.0
ozone-level-8hr,2,projected_gd,logreg,,0.005,0.0,0.5886214442013129,0.0
ozone-level-8hr,2,bcwi,logreg,,0.005,0.0,0.5886214442013129,0.0
ozone-level-8hr,2,projected_gd,logreg,,0.01,0.007434944237918215,0.5886214442013129,0.010638297872340425
ozone-level-8hr,2,bcwi,logreg,,0.01,0.0,0.5995623632385121,0.026595744680851064
ozone-level-8hr,2,projected_gd,logreg,,0.015,0.007434944237918215,0.5886214442013129,0.010638297872340425
ozone-level-8hr,2,bcwi,logreg,,0.015,0.0,0.5995623632385121,0.026595744680851064
ozone-level-8hr,2,projected_gd,logreg,,0.02,0.02973977695167286,0.5820568927789934,0.026595744680851064
ozone-level-8hr,2,bcwi,logreg,,0.02,0.0,0.5995623632385121,0.026595744680851064
ozone-level-8hr,2,projected_gd,logreg,,0.025,0.02973977695167286,0.5820568927789934,0.026595744680851064
ozone-level-8hr,2,bcwi,logreg,,0.025,0.0,0.5995623632385121,0.026595744680851064
ozone-level-8hr,2,projected_gd,logreg,,0.03,0.04460966542750929,0.5908096280087527,0.06914893617021277
ozone-level-8hr,2,bcwi,logreg,,0.03,0.02973977695167286,0.6345733041575492,0.15425531914893617
ozone-level-8hr,3,baseline,logreg,,,0.060498220640569395,0.8424507658643327,0.6875
ozone-level-8hr,3,confidence_drop,logreg,0.0,,0.08185053380782918,0.7986870897155361,0.6079545454545454
ozone-level-8hr,3,fixed_anchor,logreg,0.0,,0.09252669039145907,0.7592997811816192,0.5227272727272727
ozone-level-8hr,3,selective_distill,logreg,0.0,,0.0498220640569395,0.824945295404814,0.625
ozone-level-8hr,3,confidence_drop,logreg,0.5,,0.05693950177935943,0.8271334792122538,0.6420454545454546
ozone-level-8hr,3,fixed_anchor,logreg,0.5,,0.03914590747330961,0.7199124726477024,0.3352272727272727
ozone-level-8hr,3,selective_distill,logreg,0.5,,0.046263345195729534,0.8271334792122538,0.625
ozone-level-8hr,3,confidence_drop,logreg,1.0,,0.0498220640569395,0.824945295404814,0.625
ozone-level-8hr,3,fixed_anchor,logreg,1.0,,0.021352313167259787,0.7089715536105032,0.2784090909090909
ozone-level-8hr,3,selective_distill,logreg,1.0,,0.03914590747330961,0.8293216630196937,0.6193181818181818
ozone-level-8hr,3,confidence_drop,logreg,2.0,,0.03914590747330961,0.8599562363238512,0.6988636363636364
ozone-level-8hr,3,fixed_anchor,logreg,2.0,,0.021352313167259787,0.7045951859956237,0.26704545454545453
ozone-level-8hr,3,selective_distill,logreg,2.0,,0.03558718861209965,0.8336980306345733,0.625
ozone-level-8hr,3,confidence_drop,logreg,4.0,,0.0498220640569395,0.8008752735229759,0.5625
ozone-level-8hr,3,fixed_anchor,logreg,4.0,,0.02491103202846975,0.6914660831509847,0.23863636363636365
ozone-level-8hr,3,selective_distill,logreg,4.0,,0.017793594306049824,0.8446389496717724,0.625
ozone-level-8hr,3,confidence_drop,logreg,8.0,,0.060498220640569395,0.787746170678337,0.5454545454545454
ozone-level-8hr,3,fixed_anchor,logreg,8.0,,0.042704626334519574,0.6586433260393874,0.18181818181818182
ozone-level-8hr,3,selective_distill,logreg,8.0,,0.02491103202846975,0.838074398249453,0.6193181818181818
ozone-level-8hr,3,projected_gd,logreg,,0.0,0.0,0.6258205689277899,0.028409090909090908
ozone-level-8hr,3,bcwi,logreg,,0.0,0.0,0.6827133479212254,0.17613636363636365
ozone-level-8hr,3,projected_gd,logreg,,0.005,0.0,0.6258205689277899,0.028409090909090908
ozone-level-8hr,3,bcwi,logreg,,0.005,0.0,0.6827133479212254,0.17613636363636365
ozone-level-8hr,3,projected_gd,logreg,,0.01,0.0,0.6411378555798687,0.06818181818181818
ozone-level-8hr,3,bcwi,logreg,,0.01,0.042704626334519574,0.7396061269146609,0.39204545454545453
ozone-level-8hr,3,projected_gd,logreg,,0.015,0.0,0.6411378555798687,0.06818181818181818
ozone-level-8hr,3,bcwi,logreg,,0.015,0.042704626334519574,0.7396061269146609,0.39204545454545453
ozone-level-8hr,3,projected_gd,logreg,,0.02,0.0,0.6433260393873085,0.07386363636363637
ozone-level-8hr,3,bcwi,logreg,,0.02,0.0711743772241993,0.7811816192560175,0.5454545454545454
ozone-level-8hr,3,projected_gd,logreg,,0.025,0.0,0.6433260393873085,0.07386363636363637
ozone-level-8hr,3,bcwi,logreg,,0.025,0.0711743772241993,0.7811816192560175,0.5454545454545454
ozone-level-8hr,3,projected_gd,logreg,,0.03,0.0,0.6520787746170679,0.09659090909090909
ozone-level-8hr,3,bcwi,logreg,,0.03,0.0711743772241993,0.787746170678337,0.5625
ozone-level-8hr,4,baseline,logreg,,,0.05325443786982249,0.8315098468271335,0.5042016806722689
ozone-level-8hr,4,confidence_drop,logreg,0.0,,0.07988165680473373,0.7855579868708972,0.40336134453781514
ozone-level-8hr,4,fixed_anchor,logreg,0.0,,0.047337278106508875,0.8555798687089715,0.5798319327731093
ozone-level-8hr,4,selective_distill,logreg,0.0,,0.08875739644970414,0.7833698030634574,0.42016806722689076
ozone-level-8hr,4,confidence_drop,logreg,0.5,,0.08579881656804733,0.787746170678337,0.42857142857142855
ozone-level-8hr,4,fixed_anchor,logreg,0.5,,0.03254437869822485,0.8140043763676149,0.37815126050420167
ozone-level-8hr,4,selective_distill,logreg,0.5,,0.08284023668639054,0.7811816192560175,0.3949579831932773
ozone-level-8hr,4,confidence_drop,logreg,1.0,,0.07396449704142012,0.8052516411378556,0.46218487394957986
ozone-level-8hr,4,fixed_anchor,logreg,1.0,,0.03254437869822485,0.7986870897155361,0.31932773109243695
ozone-level-8hr,4,selective_distill,logreg,1.0,,0.07692307692307693,0.7855579868708972,0.3949579831932773
ozone-level-8hr,4,confidence_drop,logreg,2.0,,0.07692307692307693,0.811816192560175,0.4957983193277311
ozone-level-8hr,4,fixed_anchor,logreg,2.0,,0.03254437869822485,0.7964989059080962,0.31092436974789917
ozone-level-8hr,4,selective_distill,logreg,2.0,,0.07100591715976332,0.7811816192560175,0.36134453781512604
ozone-level-8hr,4,confidence_drop,logreg,4.0,,0.10355029585798817,0.7592997811816192,0.3697478991596639
ozone-level-8hr,4,fixed_anchor,logreg,4.0,,0.03254437869822485,0.7855579868708972,0.2689075630252101
ozone-level-8hr,4,selective_distill,logreg,4.0,,0.05325443786982249,0.7833698030634574,0.31932773109243695
ozone-level-8hr,4,confidence_drop,logreg,8.0,,0.10059171597633136,0.7768052516411379,0.42857142857142855
ozone-level-8hr,4,fixed_anchor,logreg,8.0,,0.03254437869822485,0.7724288840262582,0.2184873949579832
ozone-level-8hr,4,selective_distill,logreg,8.0,,0.03550295857988166,0.7855579868708972,0.2773109243697479
ozone-level-8hr,4,projected_gd,logreg,,0.0,0.008875739644970414,0.75054704595186,0.06722689075630252
ozone-level-8hr,4,bcwi,logreg,,0.0,0.011834319526627219,0.8074398249452954,0.29411764705882354
ozone-level-8hr,4,projected_gd,logreg,,0.005,0.008875739644970414,0.75054704595186,0.06722689075630252
ozone-level-8hr,4,bcwi,logreg,,0.005,0.011834319526627219,0.8074398249452954,0.29411764705882354
ozone-level-8hr,4,projected_gd,logreg,,0.01,0.008875739644970414,0.75054704595186,0.06722689075630252
ozone-level-8hr,4,bcwi,logreg,,0.01,0.038461538461538464,0.87527352297593,0.6302521008403361
ozone-level-8hr,4,projected_gd,logreg,,0.015,0.01775147928994083,0.7943107221006565,0.2605042016806723
ozone-level-8hr,4,bcwi,logreg,,0.015,0.038461538461538464,0.87527352297593,0.6302521008403361
ozone-level-8hr,4,projected_gd,logreg,,0.02,0.01775147928994083,0.7943107221006565,0.2605042016806723
ozone-level-8hr,4,bcwi,logreg,,0.02,0.038461538461538464,0.87527352297593,0.6302521008403361
ozone-level-8hr,4,projected_gd,logreg,,0.025,0.026627218934911243,0.9409190371991247,0.8487394957983193
ozone-level-8hr,4,bcwi,logreg,,0.025,0.038461538461538464,0.87527352297593,0.6302521008403361
ozone-level-8hr,4,projected_gd,logreg,,0.03,0.026627218934911243,0.9409190371991247,0.8487394957983193
ozone-level-8hr,4,bcwi,logreg,,0.03,0.038461538461538464,0.87527352297593,0.6302521008403361
ozone-level-8hr,5,baseline,logreg,,,0.13286713286713286,0.7571115973741794,0.5730994152046783
ozone-level-8hr,5,confidence_drop,logreg,0.0,,0.0944055944055944,0.8402625820568927,0.7309941520467836
ozone-level-8hr,5,fixed_anchor,logreg,0.0,,0.0944055944055944,0.7680525164113785,0.5380116959064327
ozone-level-8hr,5,selective_distill,logreg,0.0,,0.13286713286713286,0.7636761487964989,0.5906432748538012
ozone-level-8hr,5,confidence_drop,logreg,0.5,,0.07692307692307693,0.8555798687089715,0.7426900584795322
ozone-level-8hr,5,fixed_anchor,logreg,0.5,,0.05244755244755245,0.7461706783369803,0.4093567251461988
ozone-level-8hr,5,selective_distill,logreg,0.5,,0.10839160839160839,0.7768052516411379,0.5847953216374269
ozone-level-8hr,5,confidence_drop,logreg,1.0,,0.08741258741258741,0.8468271334792122,0.7368421052631579
ozone-level-8hr,5,fixed_anchor,logreg,1.0,,0.03146853146853147,0.7461706783369803,0.3742690058479532
ozone-level-8hr,5,selective_distill,logreg,1.0,,0.09090909090909091,0.7811816192560175,0.5672514619883041
ozone-level-8hr,5,confidence_drop,logreg,2.0,,0.07692307692307693,0.8577680525164114,0.7485380116959064
ozone-level-8hr,5,fixed_anchor,logreg,2.0,,0.04195804195804196,0.7286652078774617,0.34502923976608185
ozone-level-8hr,5,selective_distill,logreg,2.0,,0.06993006993006994,0.787746170678337,0.5497076023391813
ozone-level-8hr,5,confidence_drop,logreg,4.0,,0.07342657342657342,0.87527352297593,0.7894736842105263
ozone-level-8hr,5,fixed_anchor,logreg,4.0,,0.04895104895104895,0.700218818380744,0.2807017543859649
ozone-level-8hr,5,selective_distill,logreg,4.0,,0.045454545454545456,0.8008752735229759,0.543859649122807
ozone-level-8hr,5,confidence_drop,logreg,8.0,,0.06993006993006994,0.9015317286652079,0.8538011695906432
ozone-level-8hr,5,fixed_anchor,logreg,8.0,,0.04895104895104895,0.6805251641137856,0.22807017543859648
ozone-level-8hr,5,selective_distill,logreg,8.0,,0.03146853146853147,0.7986870897155361,0.5146198830409356
ozone-level-8hr,5,projected_gd,logreg,,0.0,0.04195804195804196,0.6280087527352297,0.07602339181286549
ozone-level-8hr,5,bcwi,logreg,,0.0,0.04195804195804196,0.7177242888402626,0.3157894736842105
ozone-level-8hr,5,projected_gd,logreg,,0.005,0.04195804195804196,0.6280087527352297,0.07602339181286549
ozone-level-8hr,5,bcwi,logreg,,0.005,0.04195804195804196,0.7177242888402626,0.3157894736842105
ozone-level-8hr,5,projected_gd,logreg,,0.01,0.04895104895104895,0.6236323851203501,0.07602339181286549
ozone-level-8hr,5,bcwi,logreg,,0.01,0.07692307692307693,0.737417943107221,0.4269005847953216
ozone-level-8hr,5,projected_gd,logreg,,0.015,0.04895104895104895,0.6236323851203501,0.07602339181286549
ozone-level-8hr,5,bcwi,logreg,,0.015,0.07692307692307693,0.737417943107221,0.4269005847953216
ozone-level-8hr,5,projected_gd,logreg,,0.02,0.06993006993006994,0.6433260393873085,0.16374269005847952
ozone-level-8hr,5,bcwi,logreg,,0.02,0.10839160839160839,0.7439824945295405,0.49707602339181284
ozone-level-8hr,5,projected_gd,logreg,,0.025,0.06993006993006994,0.6433260393873085,0.16374269005847952
ozone-level-8hr,5,bcwi,logreg,,0.025,0.10839160839160839,0.7439824945295405,0.49707602339181284
ozone-level-8hr,5,projected_gd,logreg,,0.03,0.07692307692307693,0.649890590809628,0.19298245614035087
ozone-level-8hr,5,bcwi,logreg,,0.03,0.10839160839160839,0.7439824945295405,0.49707602339181284
ozone-level-8hr,6,baseline,logreg,,,0.06866952789699571,0.838074398249453,0.7410714285714286
ozone-level-8hr,6,confidence_drop,logreg,0.0,,0.09871244635193133,0.7636761487964989,0.6205357142857143
ozone-level-8hr,6,fixed_anchor,logreg,0.0,,0.07296137339055794,0.8030634573304157,0.6741071428571429
ozone-level-8hr,6,selective_distill,logreg,0.0,,0.055793991416309016,0.8840262582056893,0.8214285714285714
ozone-level-8hr,6,confidence_drop,logreg,0.5,,0.09012875536480687,0.7855579868708972,0.65625
ozone-level-8hr,6,fixed_anchor,logreg,0.5,,0.030042918454935622,0.7592997811816192,0.5401785714285714
ozone-level-8hr,6,selective_distill,logreg,0.5,,0.055793991416309016,0.8971553610503282,0.8482142857142857
ozone-level-8hr,6,confidence_drop,logreg,1.0,,0.08583690987124463,0.7986870897155361,0.6785714285714286
ozone-level-8hr,6,fixed_anchor,logreg,1.0,,0.02575107296137339,0.7286652078774617,0.4732142857142857
ozone-level-8hr,6,selective_distill,logreg,1.0,,0.055793991416309016,0.9102844638949672,0.875
ozone-level-8hr,6,confidence_drop,logreg,2.0,,0.09871244635193133,0.787746170678337,0.6696428571428571
ozone-level-8hr,6,fixed_anchor,logreg,2.0,,0.02575107296137339,0.7111597374179431,0.4375
ozone-level-8hr,6,selective_distill,logreg,2.0,,0.060085836909871244,0.9299781181619255,0.9196428571428571
ozone-level-8hr,6,confidence_drop,logreg,4.0,,0.0944206008583691,0.787746170678337,0.6651785714285714
ozone-level-8hr,6,fixed_anchor,logreg,4.0,,0.02145922746781116,0.6827133479212254,0.375
ozone-level-8hr,6,selective_distill,logreg,4.0,,0.07725321888412018,0.9277899343544858,0.9330357142857143
ozone-level-8hr,6,confidence_drop,logreg,8.0,,0.11587982832618025,0.7658643326039387,0.6428571428571429
ozone-level-8hr,6,fixed_anchor,logreg,8.0,,0.02575107296137339,0.6608315098468271,0.33482142857142855
ozone-level-8hr,6,selective_distill,logreg,8.0,,0.09012875536480687,0.9168490153172867,0.9241071428571429
ozone-level-8hr,6,projected_gd,logreg,,0.0,0.02145922746781116,0.5251641137855579,0.05357142857142857
ozone-level-8hr,6,bcwi,logreg,,0.0,0.02145922746781116,0.6017505470459519,0.20982142857142858
ozone-level-8hr,6,projected_gd,logreg,,0.005,0.02145922746781116,0.5251641137855579,0.05357142857142857
ozone-level-8hr,6,bcwi,logreg,,0.005,0.02145922746781116,0.6017505470459519,0.20982142857142858
ozone-level-8hr,6,projected_gd,logreg,,0.01,0.02145922746781116,0.5251641137855579,0.05357142857142857
ozone-level-8hr,6,bcwi,logreg,,0.01,0.02145922746781116,0.6017505470459519,0.20982142857142858
ozone-level-8hr,6,projected_gd,logreg,,0.015,0.030042918454935622,0.5273522975929978,0.06696428571428571
ozone-level-8hr,6,bcwi,logreg,,0.015,0.02145922746781116,0.6542669584245077,0.3169642857142857
ozone-level-8hr,6,projected_gd,logreg,,0.02,0.030042918454935622,0.5273522975929978,0.06696428571428571
ozone-level-8hr,6,bcwi,logreg,,0.02,0.02145922746781116,0.6542669584245077,0.3169642857142857
ozone-level-8hr,6,projected_gd,logreg,,0.025,0.03862660944206009,0.5295404814004376,0.08035714285714286
ozone-level-8hr,6,bcwi,logreg,,0.025,0.034334763948497854,0.7133479212253829,0.45089285714285715
ozone-level-8hr,6,projected_gd,logreg,,0.03,0.03862660944206009,0.5295404814004376,0.08035714285714286
ozone-level-8hr,6,bcwi,logreg,,0.03,0.034334763948497854,0.7133479212253829,0.45089285714285715
ozone-level-8hr,7,baseline,logreg,,,0.1,0.7899343544857768,0.5039370078740157
ozone-level-8hr,7,confidence_drop,logreg,0.0,,0.09393939393939393,0.8161925601750547,0.5826771653543307
ozone-level-8hr,7,fixed_anchor,logreg,0.0,,0.05454545454545454,0.8774617067833698,0.7007874015748031
ozone-level-8hr,7,selective_distill,logreg,0.0,,0.09696969696969697,0.7811816192560175,0.4645669291338583
ozone-level-8hr,7,confidence_drop,logreg,0.5,,0.08484848484848485,0.8402625820568927,0.6456692913385826
ozone-level-8hr,7,fixed_anchor,logreg,0.5,,0.03333333333333333,0.8840262582056893,0.6692913385826772
ozone-level-8hr,7,selective_distill,logreg,0.5,,0.08787878787878788,0.7789934354485777,0.4330708661417323
ozone-level-8hr,7,confidence_drop,logreg,1.0,,0.07878787878787878,0.8358862144420132,0.6141732283464567
ozone-level-8hr,7,fixed_anchor,logreg,1.0,,0.030303030303030304,0.87527352297593,0.6299212598425197
ozone-level-8hr,7,selective_distill,logreg,1.0,,0.07575757575757576,0.787746170678337,0.4330708661417323
ozone-level-8hr,7,confidence_drop,logreg,2.0,,0.06363636363636363,0.8512035010940919,0.6299212598425197
ozone-level-8hr,7,fixed_anchor,logreg,2.0,,0.02727272727272727,0.8665207877461707,0.5905511811023622
ozone-level-8hr,7,selective_distill,logreg,2.0,,0.048484848484848485,0.8030634573304157,0.41732283464566927
ozone-level-8hr,7,confidence_drop,logreg,4.0,,0.06060606060606061,0.87527352297593,0.7086614173228346
ozone-level-8hr,7,fixed_anchor,logreg,4.0,,0.02727272727272727,0.8555798687089715,0.5511811023622047
ozone-level-8hr,7,selective_distill,logreg,4.0,,0.03333333333333333,0.8030634573304157,0.3779527559055118
ozone-level-8hr,7,confidence_drop,logreg,8.0,,0.09696969696969697,0.811816192560175,0.5748031496062992
ozone-level-8hr,7,fixed_anchor,logreg,8.0,,0.024242424242424242,0.8424507658643327,0.49606299212598426
ozone-level-8hr,7,selective_distill,logreg,8.0,,0.012121212121212121,0.7943107221006565,0.29133858267716534
ozone-level-8hr,7,projected_gd,logreg,,0.0,0.0,0.7242888402625821,0.007874015748031496
ozone-level-8hr,7,bcwi,logreg,,0.0,0.0,0.7242888402625821,0.007874015748031496
ozone-level-8hr,7,projected_gd,logreg,,0.005,0.0,0.7242888402625821,0.007874015748031496
ozone-level-8hr,7,bcwi,logreg,,0.005,0.0,0.7242888402625821,0.007874015748031496
ozone-level-8hr,7,projected_gd,logreg,,0.01,0.0,0.7242888402625821,0.007874015748031496
ozone-level-8hr,7,bcwi,logreg,,0.01,0.0,0.7286652078774617,0.023622047244094488
ozone-level-8hr,7,projected_gd,logreg,,0.015,0.0,0.7242888402625821,0.007874015748031496
ozone-level-8hr,7,bcwi,logreg,,0.015,0.0,0.7286652078774617,0.023622047244094488
ozone-level-8hr,7,projected_gd,logreg,,0.02,0.012121212121212121,0.7286652078774617,0.05511811023622047
ozone-level-8hr,7,bcwi,logreg,,0.02,0.015151515151515152,0.7571115973741794,0.16535433070866143
ozone-level-8hr,7,projected_gd,logreg,,0.025,0.012121212121212121,0.7286652078774617,0.05511811023622047
ozone-level-8hr,7,bcwi,logreg,,0.025,0.015151515151515152,0.7571115973741794,0.16535433070866143
ozone-level-8hr,7,projected_gd,logreg,,0.03,0.015151515151515152,0.7352297592997812,0.08661417322834646
ozone-level-8hr,7,bcwi,logreg,,0.03,0.03333333333333333,0.8293216630196937,0.47244094488188976
ozone-level-8hr,8,baseline,logreg,,,0.05673758865248227,0.7855579868708972,0.5314285714285715
ozone-level-8hr,8,confidence_drop,logreg,0.0,,0.03900709219858156,0.862144420131291,0.7028571428571428
ozone-level-8hr,8,fixed_anchor,logreg,0.0,,0.07446808510638298,0.7571115973741794,0.4857142857142857
ozone-level-8hr,8,selective_distill,logreg,0.0,,0.03900709219858156,0.8183807439824945,0.5885714285714285
ozone-level-8hr,8,confidence_drop,logreg,0.5,,0.03546099290780142,0.8687089715536105,0.7142857142857143
ozone-level-8hr,8,fixed_anchor,logreg,0.5,,0.028368794326241134,0.7352297592997812,0.35428571428571426
ozone-level-8hr,8,selective_distill,logreg,0.5,,0.02127659574468085,0.8205689277899344,0.5657142857142857
ozone-level-8hr,8,confidence_drop,logreg,1.0,,0.03900709219858156,0.8840262582056893,0.76
ozone-level-8hr,8,fixed_anchor,logreg,1.0,,0.024822695035460994,0.7177242888402626,0.3028571428571429
ozone-level-8hr,8,selective_distill,logreg,1.0,,0.01773049645390071,0.8227571115973742,0.5657142857142857
ozone-level-8hr,8,confidence_drop,logreg,2.0,,0.0425531914893617,0.9059080962800875,0.8228571428571428
ozone-level-8hr,8,fixed_anchor,logreg,2.0,,0.028368794326241134,0.7089715536105032,0.2857142857142857
ozone-level-8hr,8,selective_distill,logreg,2.0,,0.01773049645390071,0.8161925601750547,0.5485714285714286
ozone-level-8hr,8,confidence_drop,logreg,4.0,,0.05319148936170213,0.87527352297593,0.76
ozone-level-8hr,8,fixed_anchor,logreg,4.0,,0.028368794326241134,0.700218818380744,0.26285714285714284
